ano;cnae_2_descricao_secao;variable;salario_medio
2017;Outras atividades de serviços;Demissões;1529.7087991021324
2017;Saúde humana e serviços sociais;Admissões;1531.2853587443947
2017;Saúde humana e serviços sociais;Demissões;916.7031849551415
2017;Serviços domésticos;Demissões;690.0
2017;Transporte, armazenagem e correio;Admissões;1340.4655103550297
2017;Transporte, armazenagem e correio;Demissões;1793.1915916787616
2017;Água, esgoto, atividades de gestão de resíduos e descontaminação;Admissões;1594.6844600938966
2017;Água, esgoto, atividades de gestão de resíduos e descontaminação;Demissões;1837.3222510822511
2018;Administração pública, defesa e seguridade social;Admissões;1648.836214511041
2018;Administração pública, defesa e seguridade social;Demissões;1665.504362339515
2018;Agricultura, pecuária, produção florestal, pesca e aquicultura;Admissões;1341.04
2018;Agricultura, pecuária, produção florestal, pesca e aquicultura;Demissões;1337.375
2018;Alojamento e alimentação;Admissões;1151.828692229558
2018;Alojamento e alimentação;Demissões;1218.5142482168333
2018;Artes, cultura, esporte e recreação;Admissões;1774.5640173410404
2018;Artes, cultura, esporte e recreação;Demissões;1727.2166666666667
2018;Atividades administrativas e serviços complementares;Admissões;1249.2724809040494
2018;Atividades administrativas e serviços complementares;Demissões;1237.9618100377766
2018;Atividades financeiras, de seguros e serviços relacionados;Admissões;2589.7482544861336
2018;Atividades financeiras, de seguros e serviços relacionados;Demissões;6039.387667584941
2018;Atividades imobiliárias;Admissões;1427.2377070063694
2018;Atividades imobiliárias;Demissões;1515.2885185185187
2018;Atividades profissionais, científicas e técnicas;Admissões;2327.6930758426965
2018;Atividades profissionais, científicas e técnicas;Demissões;2268.8545321637425
