ano;tamanho_estabelecimento;descricao_secao_cnae;size
2006;1000 ou mais;Administração pública, defesa e seguridade social;1
2006;1000 ou mais;Alojamento e alimentação;1
2006;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2006;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";2
2006;1000 ou mais;Indústrias de transformação;1
2006;1000 ou mais;Informação e comunicação;1
2006;1000 ou mais;Transporte, armazenagem e correio;2
2006;Ate 4;Administração pública, defesa e seguridade social;1
2006;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;3
2006;Ate 4;Alojamento e alimentação;10
2006;Ate 4;Artes, cultura, esporte e recreação;6
2006;Ate 4;Atividades administrativas e serviços complementares;25
2006;Ate 4;Atividades financeiras, de seguros e serviços relacionados;14
2006;Ate 4;Atividades imobiliárias;5
2006;Ate 4;Atividades profissionais, científicas e técnicas;19
2006;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";136
2006;Ate 4;Construção;19
2006;Ate 4;Educação;16
2006;Ate 4;Indústrias de transformação;103
2006;Ate 4;Indústrias extrativas;1
2006;Ate 4;Informação e comunicação;13
2006;Ate 4;Organismos internacionais e outras instituições extraterritoriais;1
2006;Ate 4;Outras atividades de serviços;19
2006;Ate 4;Saúde e serviços sociais;1
2006;Ate 4;Saúde humana e serviços sociais;25
2006;Ate 4;Serviços domésticos;1
2006;Ate 4;Transporte, armazenagem e correio;19
2006;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2006;De 10 a 19;Administração pública, defesa e seguridade social;1
2006;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2006;De 10 a 19;Alojamento e alimentação;7
2006;De 10 a 19;Artes, cultura, esporte e recreação;3
2006;De 10 a 19;Atividades administrativas e serviços complementares;15
2006;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;7
2006;De 10 a 19;Atividades profissionais, científicas e técnicas;5
2006;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";89
2006;De 10 a 19;Construção;11
2006;De 10 a 19;Educação;9
2006;De 10 a 19;Indústrias de transformação;58
2006;De 10 a 19;Informação e comunicação;6
2006;De 10 a 19;Outras atividades de serviços;12
2006;De 10 a 19;Saúde humana e serviços sociais;13
2006;De 10 a 19;Transporte, armazenagem e correio;11
2006;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2006;De 100 a 249;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2006;De 100 a 249;Alojamento e alimentação;1
2006;De 100 a 249;Atividades administrativas e serviços complementares;8
2006;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;1
2006;De 100 a 249;Atividades imobiliárias;1
2006;De 100 a 249;Atividades profissionais, científicas e técnicas;1
2006;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";10
2006;De 100 a 249;Construção;5
2006;De 100 a 249;Educação;4
2006;De 100 a 249;Indústrias de transformação;28
2006;De 100 a 249;Informação e comunicação;2
2006;De 100 a 249;Outras atividades de serviços;2
2006;De 100 a 249;Saúde humana e serviços sociais;1
2006;De 100 a 249;Transporte, armazenagem e correio;3
2006;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2006;De 20 a 49;Administração pública, defesa e seguridade social;1
2006;De 20 a 49;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2006;De 20 a 49;Alojamento e alimentação;6
2006;De 20 a 49;Artes, cultura, esporte e recreação;2
2006;De 20 a 49;Atividades administrativas e serviços complementares;14
2006;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;6
2006;De 20 a 49;Atividades imobiliárias;2
2006;De 20 a 49;Atividades profissionais, científicas e técnicas;5
2006;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";60
2006;De 20 a 49;Construção;11
2006;De 20 a 49;Educação;7
2006;De 20 a 49;Indústrias de transformação;49
2006;De 20 a 49;Indústrias extrativas;1
2006;De 20 a 49;Informação e comunicação;11
2006;De 20 a 49;Outras atividades de serviços;8
2006;De 20 a 49;Saúde e serviços sociais;1
2006;De 20 a 49;Saúde humana e serviços sociais;7
2006;De 20 a 49;Transporte, armazenagem e correio;13
2006;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2006;De 250 a 499;Administração pública, defesa e seguridade social;1
2006;De 250 a 499;Alojamento e alimentação;1
2006;De 250 a 499;Atividades administrativas e serviços complementares;3
2006;De 250 a 499;Atividades profissionais, científicas e técnicas;2
2006;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";6
2006;De 250 a 499;Construção;1
2006;De 250 a 499;Educação;2
2006;De 250 a 499;Indústrias de transformação;17
2006;De 250 a 499;Informação e comunicação;1
2006;De 250 a 499;Saúde humana e serviços sociais;2
2006;De 250 a 499;Transporte, armazenagem e correio;1
2006;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2006;De 5 a 9;Alojamento e alimentação;8
2006;De 5 a 9;Artes, cultura, esporte e recreação;4
2006;De 5 a 9;Atividades administrativas e serviços complementares;20
2006;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;10
2006;De 5 a 9;Atividades imobiliárias;4
2006;De 5 a 9;Atividades profissionais, científicas e técnicas;11
2006;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";97
2006;De 5 a 9;Construção;13
2006;De 5 a 9;Educação;9
2006;De 5 a 9;Indústrias de transformação;69
2006;De 5 a 9;Informação e comunicação;8
2006;De 5 a 9;Organismos internacionais e outras instituições extraterritoriais;1
2006;De 5 a 9;Outras atividades de serviços;13
2006;De 5 a 9;Saúde humana e serviços sociais;13
2006;De 5 a 9;Serviços domésticos;1
2006;De 5 a 9;Transporte, armazenagem e correio;13
2006;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2006;De 50 a 99;Alojamento e alimentação;2
2006;De 50 a 99;Artes, cultura, esporte e recreação;1
2006;De 50 a 99;Atividades administrativas e serviços complementares;8
2006;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;2
2006;De 50 a 99;Atividades profissionais, científicas e técnicas;1
2006;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";26
2006;De 50 a 99;Construção;3
2006;De 50 a 99;Educação;4
2006;De 50 a 99;Indústrias de transformação;35
2006;De 50 a 99;Indústrias extrativas;1
2006;De 50 a 99;Informação e comunicação;3
2006;De 50 a 99;Outras atividades de serviços;5
2006;De 50 a 99;Saúde humana e serviços sociais;3
2006;De 50 a 99;Transporte, armazenagem e correio;7
2006;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2006;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;2
2006;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";2
2006;De 500 a 999;Construção;1
2006;De 500 a 999;Educação;2
2006;De 500 a 999;Indústrias de transformação;2
2006;Zero;Administração pública, defesa e seguridade social;7
2006;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;12
2006;Zero;Alojamento e alimentação;10
2006;Zero;Artes, cultura, esporte e recreação;15
2006;Zero;Atividades administrativas e serviços complementares;40
2006;Zero;Atividades financeiras, de seguros e serviços relacionados;26
2006;Zero;Atividades imobiliárias;5
2006;Zero;Atividades profissionais, científicas e técnicas;28
2006;Zero;"Comércio; reparação de veículos automotores e motocicletas";172
2006;Zero;Construção;33
2006;Zero;Educação;22
2006;Zero;Eletricidade e gás;1
2006;Zero;Indústrias de transformação;174
2006;Zero;Indústrias extrativas;7
2006;Zero;Informação e comunicação;29
2006;Zero;Organismos internacionais e outras instituições extraterritoriais;1
2006;Zero;Outras atividades de serviços;24
2006;Zero;Saúde e serviços sociais;1
2006;Zero;Saúde humana e serviços sociais;27
2006;Zero;Serviços domésticos;1
2006;Zero;Transporte, armazenagem e correio;37
2006;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;6
2007;1000 ou mais;Administração pública, defesa e seguridade social;1
2007;1000 ou mais;Alojamento e alimentação;1
2007;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";2
2007;1000 ou mais;Indústrias de transformação;2
2007;1000 ou mais;Informação e comunicação;2
2007;1000 ou mais;Intermediação financeira, seguros, previdência complementar e serviços relacionados;1
2007;1000 ou mais;Transporte, armazenagem e correio;2
2007;Ate 4;Administração pública, defesa e seguridade social;1
2007;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;3
2007;Ate 4;Alojamento e alimentação;9
2007;Ate 4;Artes, cultura, esporte e recreação;7
2007;Ate 4;Atividades administrativas e serviços complementares;31
2007;Ate 4;Atividades financeiras, de seguros e serviços relacionados;12
2007;Ate 4;Atividades imobiliárias;4
2007;Ate 4;Atividades profissionais, científicas e técnicas;16
2007;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";136
2007;Ate 4;Construção;20
2007;Ate 4;Educação;12
2007;Ate 4;Eletricidade e gás;1
2007;Ate 4;Indústrias de transformação;98
2007;Ate 4;Informação e comunicação;15
2007;Ate 4;Outras atividades de serviços;22
2007;Ate 4;Saúde humana e serviços sociais;22
2007;Ate 4;Serviços domésticos;1
2007;Ate 4;Transporte, armazenagem e correio;23
2007;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2007;De 10 a 19;Administração pública, defesa e seguridade social;1
2007;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2007;De 10 a 19;Alojamento e alimentação;9
2007;De 10 a 19;Artes, cultura, esporte e recreação;3
2007;De 10 a 19;Atividades administrativas e serviços complementares;12
2007;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;8
2007;De 10 a 19;Atividades imobiliárias;1
2007;De 10 a 19;Atividades profissionais, científicas e técnicas;5
2007;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";89
2007;De 10 a 19;Construção;8
2007;De 10 a 19;Educação;10
2007;De 10 a 19;Indústrias de transformação;60
2007;De 10 a 19;Informação e comunicação;10
2007;De 10 a 19;Outras atividades de serviços;12
2007;De 10 a 19;Saúde humana e serviços sociais;10
2007;De 10 a 19;Transporte, armazenagem e correio;12
2007;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2007;De 100 a 249;Alojamento e alimentação;1
2007;De 100 a 249;Atividades administrativas e serviços complementares;8
2007;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;3
2007;De 100 a 249;Atividades imobiliárias;1
2007;De 100 a 249;Atividades profissionais, científicas e técnicas;2
2007;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";18
2007;De 100 a 249;Construção;3
2007;De 100 a 249;Educação;4
2007;De 100 a 249;Indústrias de transformação;27
2007;De 100 a 249;Outras atividades de serviços;2
2007;De 100 a 249;Saúde humana e serviços sociais;1
2007;De 100 a 249;Transporte, armazenagem e correio;2
2007;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2007;De 20 a 49;Administração pública, defesa e seguridade social;1
2007;De 20 a 49;Alojamento e alimentação;6
2007;De 20 a 49;Artes, cultura, esporte e recreação;3
2007;De 20 a 49;Atividades administrativas e serviços complementares;15
2007;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;6
2007;De 20 a 49;Atividades imobiliárias;2
2007;De 20 a 49;Atividades profissionais, científicas e técnicas;5
2007;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";63
2007;De 20 a 49;Construção;8
2007;De 20 a 49;Educação;7
2007;De 20 a 49;Indústrias de transformação;51
2007;De 20 a 49;Informação e comunicação;8
2007;De 20 a 49;Outras atividades de serviços;6
2007;De 20 a 49;Saúde humana e serviços sociais;9
2007;De 20 a 49;Transporte, armazenagem e correio;15
2007;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2007;De 250 a 499;Administração pública, defesa e seguridade social;1
2007;De 250 a 499;Alojamento e alimentação;1
2007;De 250 a 499;Atividades administrativas e serviços complementares;5
2007;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2007;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";7
2007;De 250 a 499;Construção;2
2007;De 250 a 499;Educação;2
2007;De 250 a 499;Indústrias de transformação;14
2007;De 250 a 499;Informação e comunicação;1
2007;De 250 a 499;Saúde humana e serviços sociais;2
2007;De 250 a 499;Transporte, armazenagem e correio;1
2007;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2007;De 5 a 9;Administração pública, defesa e seguridade social;2
2007;De 5 a 9;Alojamento e alimentação;9
2007;De 5 a 9;Artes, cultura, esporte e recreação;5
2007;De 5 a 9;Atividades administrativas e serviços complementares;23
2007;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;6
2007;De 5 a 9;Atividades imobiliárias;3
2007;De 5 a 9;Atividades profissionais, científicas e técnicas;8
2007;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";102
2007;De 5 a 9;Construção;11
2007;De 5 a 9;Educação;10
2007;De 5 a 9;Indústrias de transformação;75
2007;De 5 a 9;Informação e comunicação;7
2007;De 5 a 9;Outras atividades de serviços;14
2007;De 5 a 9;Saúde humana e serviços sociais;12
2007;De 5 a 9;Serviços domésticos;1
2007;De 5 a 9;Transporte, armazenagem e correio;16
2007;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2007;De 50 a 99;Alojamento e alimentação;4
2007;De 50 a 99;Atividades administrativas e serviços complementares;9
2007;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;1
2007;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";29
2007;De 50 a 99;Construção;8
2007;De 50 a 99;Educação;5
2007;De 50 a 99;Indústrias de transformação;38
2007;De 50 a 99;Informação e comunicação;2
2007;De 50 a 99;Outras atividades de serviços;4
2007;De 50 a 99;Saúde humana e serviços sociais;3
2007;De 50 a 99;Transporte, armazenagem e correio;8
2007;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2007;De 500 a 999;Atividades administrativas e serviços complementares;1
2007;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2007;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";2
2007;De 500 a 999;Construção;1
2007;De 500 a 999;Educação;1
2007;De 500 a 999;Indústrias de transformação;3
2007;Zero;Administração pública, defesa e seguridade social;6
2007;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;12
2007;Zero;Alojamento e alimentação;10
2007;Zero;Artes, cultura, esporte e recreação;21
2007;Zero;Atividades administrativas e serviços complementares;42
2007;Zero;Atividades financeiras, de seguros e serviços relacionados;27
2007;Zero;Atividades imobiliárias;5
2007;Zero;Atividades profissionais, científicas e técnicas;33
2007;Zero;"Comércio; reparação de veículos automotores e motocicletas";173
2007;Zero;Construção;34
2007;Zero;Educação;19
2007;Zero;Eletricidade e gás;3
2007;Zero;Indústrias de transformação;176
2007;Zero;Indústrias extrativas;2
2007;Zero;Informação e comunicação;35
2007;Zero;Outras atividades de serviços;26
2007;Zero;Saúde humana e serviços sociais;31
2007;Zero;Serviços domésticos;1
2007;Zero;Transporte, armazenagem e correio;39
2007;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;5
2008;1000 ou mais;Administração pública, defesa e seguridade social;1
2008;1000 ou mais;Alojamento e alimentação;1
2008;1000 ou mais;Atividades administrativas e serviços complementares;1
2008;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2008;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";2
2008;1000 ou mais;Indústrias de transformação;3
2008;1000 ou mais;Informação e comunicação;2
2008;1000 ou mais;Transporte, armazenagem e correio;2
2008;Ate 4;Administração pública, defesa e seguridade social;1
2008;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;2
2008;Ate 4;Alojamento e alimentação;10
2008;Ate 4;Artes, cultura, esporte e recreação;7
2008;Ate 4;Atividades administrativas e serviços complementares;31
2008;Ate 4;Atividades financeiras, de seguros e serviços relacionados;15
2008;Ate 4;Atividades imobiliárias;4
2008;Ate 4;Atividades profissionais, científicas e técnicas;18
2008;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";138
2008;Ate 4;Construção;22
2008;Ate 4;Educação;12
2008;Ate 4;Eletricidade e gás;1
2008;Ate 4;Indústrias de transformação;99
2008;Ate 4;Informação e comunicação;14
2008;Ate 4;Outras atividades de serviços;22
2008;Ate 4;Saúde humana e serviços sociais;22
2008;Ate 4;Serviços domésticos;1
2008;Ate 4;Transporte, armazenagem e correio;23
2008;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2008;De 10 a 19;Administração pública, defesa e seguridade social;1
2008;De 10 a 19;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2008;De 10 a 19;Alojamento e alimentação;7
2008;De 10 a 19;Artes, cultura, esporte e recreação;2
2008;De 10 a 19;Atividades administrativas e serviços complementares;19
2008;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;7
2008;De 10 a 19;Atividades profissionais, científicas e técnicas;10
2008;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";93
2008;De 10 a 19;Construção;10
2008;De 10 a 19;Educação;8
2008;De 10 a 19;Indústrias de transformação;56
2008;De 10 a 19;Informação e comunicação;9
2008;De 10 a 19;Outras atividades de serviços;13
2008;De 10 a 19;Saúde humana e serviços sociais;15
2008;De 10 a 19;Transporte, armazenagem e correio;14
2008;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2008;De 100 a 249;Alojamento e alimentação;1
2008;De 100 a 249;Atividades administrativas e serviços complementares;10
2008;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;2
2008;De 100 a 249;Atividades imobiliárias;1
2008;De 100 a 249;Atividades profissionais, científicas e técnicas;2
2008;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";12
2008;De 100 a 249;Construção;5
2008;De 100 a 249;Educação;4
2008;De 100 a 249;Indústrias de transformação;28
2008;De 100 a 249;Informação e comunicação;1
2008;De 100 a 249;Outras atividades de serviços;2
2008;De 100 a 249;Transporte, armazenagem e correio;3
2008;De 100 a 249;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2008;De 20 a 49;Administração pública, defesa e seguridade social;1
2008;De 20 a 49;Alojamento e alimentação;6
2008;De 20 a 49;Artes, cultura, esporte e recreação;3
2008;De 20 a 49;Atividades administrativas e serviços complementares;16
2008;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;5
2008;De 20 a 49;Atividades imobiliárias;1
2008;De 20 a 49;Atividades profissionais, científicas e técnicas;3
2008;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";70
2008;De 20 a 49;Construção;13
2008;De 20 a 49;Educação;8
2008;De 20 a 49;Indústrias de transformação;55
2008;De 20 a 49;Informação e comunicação;8
2008;De 20 a 49;Outras atividades de serviços;8
2008;De 20 a 49;Saúde humana e serviços sociais;11
2008;De 20 a 49;Transporte, armazenagem e correio;18
2008;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2008;De 250 a 499;Administração pública, defesa e seguridade social;1
2008;De 250 a 499;Alojamento e alimentação;1
2008;De 250 a 499;Atividades administrativas e serviços complementares;3
2008;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;2
2008;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";8
2008;De 250 a 499;Construção;1
2008;De 250 a 499;Educação;2
2008;De 250 a 499;Indústrias de transformação;13
2008;De 250 a 499;Informação e comunicação;1
2008;De 250 a 499;Saúde humana e serviços sociais;2
2008;De 250 a 499;Transporte, armazenagem e correio;2
2008;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2008;De 5 a 9;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2008;De 5 a 9;Alojamento e alimentação;8
2008;De 5 a 9;Artes, cultura, esporte e recreação;4
2008;De 5 a 9;Atividades administrativas e serviços complementares;24
2008;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;7
2008;De 5 a 9;Atividades imobiliárias;5
2008;De 5 a 9;Atividades profissionais, científicas e técnicas;9
2008;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";101
2008;De 5 a 9;Construção;17
2008;De 5 a 9;Educação;12
2008;De 5 a 9;Indústrias de transformação;80
2008;De 5 a 9;Informação e comunicação;9
2008;De 5 a 9;Outras atividades de serviços;14
2008;De 5 a 9;Saúde humana e serviços sociais;13
2008;De 5 a 9;Transporte, armazenagem e correio;14
2008;De 5 a 9;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2008;De 50 a 99;Alojamento e alimentação;3
2008;De 50 a 99;Atividades administrativas e serviços complementares;11
2008;De 50 a 99;Atividades financeiras, de seguros e serviços relacionados;1
2008;De 50 a 99;Atividades imobiliárias;1
2008;De 50 a 99;Atividades profissionais, científicas e técnicas;3
2008;De 50 a 99;"Comércio; reparação de veículos automotores e motocicletas";32
2008;De 50 a 99;Construção;9
2008;De 50 a 99;Educação;3
2008;De 50 a 99;Indústrias de transformação;42
2008;De 50 a 99;Informação e comunicação;6
2008;De 50 a 99;Outras atividades de serviços;5
2008;De 50 a 99;Saúde humana e serviços sociais;4
2008;De 50 a 99;Transporte, armazenagem e correio;8
2008;De 50 a 99;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2008;De 500 a 999;Atividades administrativas e serviços complementares;3
2008;De 500 a 999;Atividades financeiras, de seguros e serviços relacionados;1
2008;De 500 a 999;"Comércio; reparação de veículos automotores e motocicletas";1
2008;De 500 a 999;Construção;1
2008;De 500 a 999;Educação;1
2008;De 500 a 999;Indústrias de transformação;4
2008;De 500 a 999;Informação e comunicação;1
2008;Zero;Administração pública, defesa e seguridade social;5
2008;Zero;Agricultura, pecuária, produção florestal, pesca e aquicultura;14
2008;Zero;Alojamento e alimentação;11
2008;Zero;Artes, cultura, esporte e recreação;18
2008;Zero;Atividades administrativas e serviços complementares;46
2008;Zero;Atividades financeiras, de seguros e serviços relacionados;32
2008;Zero;Atividades imobiliárias;5
2008;Zero;Atividades profissionais, científicas e técnicas;33
2008;Zero;"Comércio; reparação de veículos automotores e motocicletas";182
2008;Zero;Construção;32
2008;Zero;Educação;22
2008;Zero;Eletricidade e gás;3
2008;Zero;Indústrias de transformação;165
2008;Zero;Indústrias extrativas;1
2008;Zero;Informação e comunicação;31
2008;Zero;Outras atividades de serviços;27
2008;Zero;Saúde humana e serviços sociais;28
2008;Zero;Serviços domésticos;1
2008;Zero;Transporte, armazenagem e correio;38
2008;Zero;Água, esgoto, atividades de gestão de resíduos e descontaminação;7
2009;1000 ou mais;Administração pública, defesa e seguridade social;1
2009;1000 ou mais;Alojamento e alimentação;1
2009;1000 ou mais;Atividades financeiras, de seguros e serviços relacionados;1
2009;1000 ou mais;"Comércio; reparação de veículos automotores e motocicletas";2
2009;1000 ou mais;Informação e comunicação;2
2009;1000 ou mais;Transporte, armazenagem e correio;2
2009;Ate 4;Administração pública, defesa e seguridade social;1
2009;Ate 4;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2009;Ate 4;Alojamento e alimentação;10
2009;Ate 4;Artes, cultura, esporte e recreação;7
2009;Ate 4;Atividades administrativas e serviços complementares;30
2009;Ate 4;Atividades financeiras, de seguros e serviços relacionados;10
2009;Ate 4;Atividades imobiliárias;5
2009;Ate 4;Atividades profissionais, científicas e técnicas;18
2009;Ate 4;"Comércio; reparação de veículos automotores e motocicletas";138
2009;Ate 4;Construção;26
2009;Ate 4;Educação;12
2009;Ate 4;Indústrias de transformação;95
2009;Ate 4;Informação e comunicação;13
2009;Ate 4;Outras atividades de serviços;22
2009;Ate 4;Saúde humana e serviços sociais;23
2009;Ate 4;Serviços domésticos;1
2009;Ate 4;Transporte, armazenagem e correio;24
2009;Ate 4;Água, esgoto, atividades de gestão de resíduos e descontaminação;3
2009;De 10 a 19;Administração pública, defesa e seguridade social;1
2009;De 10 a 19;Alojamento e alimentação;8
2009;De 10 a 19;Artes, cultura, esporte e recreação;6
2009;De 10 a 19;Atividades administrativas e serviços complementares;18
2009;De 10 a 19;Atividades financeiras, de seguros e serviços relacionados;10
2009;De 10 a 19;Atividades imobiliárias;1
2009;De 10 a 19;Atividades profissionais, científicas e técnicas;8
2009;De 10 a 19;"Comércio; reparação de veículos automotores e motocicletas";93
2009;De 10 a 19;Construção;14
2009;De 10 a 19;Educação;9
2009;De 10 a 19;Indústrias de transformação;64
2009;De 10 a 19;Informação e comunicação;9
2009;De 10 a 19;Outras atividades de serviços;13
2009;De 10 a 19;Saúde humana e serviços sociais;14
2009;De 10 a 19;Serviços domésticos;1
2009;De 10 a 19;Transporte, armazenagem e correio;14
2009;De 10 a 19;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2009;De 100 a 249;Alojamento e alimentação;1
2009;De 100 a 249;Atividades administrativas e serviços complementares;7
2009;De 100 a 249;Atividades financeiras, de seguros e serviços relacionados;2
2009;De 100 a 249;Atividades imobiliárias;1
2009;De 100 a 249;Atividades profissionais, científicas e técnicas;1
2009;De 100 a 249;"Comércio; reparação de veículos automotores e motocicletas";18
2009;De 100 a 249;Construção;7
2009;De 100 a 249;Educação;4
2009;De 100 a 249;Indústrias de transformação;36
2009;De 100 a 249;Informação e comunicação;3
2009;De 100 a 249;Organismos internacionais e outras instituições extraterritoriais;1
2009;De 100 a 249;Outras atividades de serviços;2
2009;De 100 a 249;Saúde humana e serviços sociais;1
2009;De 100 a 249;Transporte, armazenagem e correio;3
2009;De 20 a 49;Administração pública, defesa e seguridade social;1
2009;De 20 a 49;Alojamento e alimentação;6
2009;De 20 a 49;Artes, cultura, esporte e recreação;2
2009;De 20 a 49;Atividades administrativas e serviços complementares;15
2009;De 20 a 49;Atividades financeiras, de seguros e serviços relacionados;4
2009;De 20 a 49;Atividades imobiliárias;2
2009;De 20 a 49;Atividades profissionais, científicas e técnicas;6
2009;De 20 a 49;"Comércio; reparação de veículos automotores e motocicletas";72
2009;De 20 a 49;Construção;12
2009;De 20 a 49;Educação;9
2009;De 20 a 49;Indústrias de transformação;52
2009;De 20 a 49;Informação e comunicação;7
2009;De 20 a 49;Outras atividades de serviços;8
2009;De 20 a 49;Saúde humana e serviços sociais;12
2009;De 20 a 49;Transporte, armazenagem e correio;15
2009;De 20 a 49;Água, esgoto, atividades de gestão de resíduos e descontaminação;2
2009;De 250 a 499;Administração pública, defesa e seguridade social;2
2009;De 250 a 499;Alojamento e alimentação;1
2009;De 250 a 499;Atividades administrativas e serviços complementares;5
2009;De 250 a 499;Atividades financeiras, de seguros e serviços relacionados;1
2009;De 250 a 499;Atividades profissionais, científicas e técnicas;1
2009;De 250 a 499;"Comércio; reparação de veículos automotores e motocicletas";7
2009;De 250 a 499;Construção;1
2009;De 250 a 499;Educação;1
2009;De 250 a 499;Indústrias de transformação;10
2009;De 250 a 499;Informação e comunicação;2
2009;De 250 a 499;Saúde humana e serviços sociais;3
2009;De 250 a 499;Transporte, armazenagem e correio;2
2009;De 250 a 499;Água, esgoto, atividades de gestão de resíduos e descontaminação;1
2009;De 5 a 9;Administração pública, defesa e seguridade social;1
2009;De 5 a 9;Agricultura, pecuária, produção florestal, pesca e aquicultura;1
2009;De 5 a 9;Alojamento e alimentação;8
2009;De 5 a 9;Artes, cultura, esporte e recreação;4
2009;De 5 a 9;Atividades administrativas e serviços complementares;23
2009;De 5 a 9;Atividades financeiras, de seguros e serviços relacionados;8
2009;De 5 a 9;Atividades imobiliárias;4
2009;De 5 a 9;Atividades profissionais, científicas e técnicas;15
2009;De 5 a 9;"Comércio; reparação de veículos automotores e motocicletas";108
2009;De 5 a 9;Construção;12
2009;De 5 a 9;Educação;13
2009;De 5 a 9;Indústrias de transformação;75
2009;De 5 a 9;Informação e comunicação;14
