ano;mes;cnae_2_descricao_secao;saldo_movimentacao;salario_mensal
2011;7;Atividades Profissionais, Científicas E Técnicas;21;221810.08
2012;5;Administração Pública, Defesa E Seguridade Social;384;1509883.76
2016;5;Artes, Cultura, Esporte E Recreação;-11;45811.0
2013;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2;8036.0
2011;12;Administração Pública, Defesa E Seguridade Social;-453;1017816.5
2011;7;Artes, Cultura, Esporte E Recreação;9;21993.12
2007;2;Artes, Cultura, Esporte E Recreação;8;13383.0
2013;8;Indústrias Extrativas;-6;16121.0
2018;7;Transporte, Armazenagem E Correio;-79;1300029.53
2008;4;Administração Pública, Defesa E Seguridade Social;46;674685.37
2017;11;Atividades Imobiliárias;-5;16293.0
2016;5;Educação;-25;389610.0
2014;5;Organismos Internacionais E Outras Instituições Extraterritoriais;-2;4766.0
2011;7;Outras Atividades De Serviços;-13;148683.38
2011;7;Atividades Administrativas E Serviços Complementares;53;1427424.7
2016;11;Eletricidade E Gás;1;8000.0
2011;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-1;29883.0
2007;5;Administração Pública, Defesa E Seguridade Social;470;562462.0
2017;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;3352.0
2018;7;Artes, Cultura, Esporte E Recreação;-1;45593.0
2017;11;Educação;-27;267153.66
2008;4;Atividades Imobiliárias;9;13028.0
2012;1;Serviços Domésticos;-3;2634.0
2011;1;Serviços Domésticos;-1;560.0
2008;4;Construção;154;382293.12
2011;7;Construção;236;904335.23
2017;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";-137;4866469.49
2010;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;21502.0
2008;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;7;3321.25
2014;3;Administração Pública, Defesa E Seguridade Social;-146;821484.43
2019;11;Indústrias Extrativas;-5;12871.0
2018;7;"Comércio; Reparação De Veículos Automotores E Motocicletas";194;4364509.7
2015;8;Construção;44;1123828.99
2009;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1;10068.0
2017;9;Construção;-139;1010796.03
2015;8;Artes, Cultura, Esporte E Recreação;40;205639.71
2008;4;Transporte, Armazenagem E Correio;74;590368.66
2016;4;Indústrias Extrativas;20;43345.0
2013;5;Indústrias Extrativas;8;47290.0
2019;6;Artes, Cultura, Esporte E Recreação;20;91067.0
2010;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;33349.0
2017;9;Atividades Administrativas E Serviços Complementares;-55;1759959.82
2015;8;Indústrias Extrativas;-9;30863.0
2015;8;Administração Pública, Defesa E Seguridade Social;439;2519559.72
2013;10;Serviços Domésticos;2;1433.0
2007;2;Atividades Financeiras, De Seguros E Serviços Relacionados;-13;280819.0
2013;12;Artes, Cultura, Esporte E Recreação;-5;13266.0
2015;2;Artes, Cultura, Esporte E Recreação;22;56155.75
2016;5;Indústrias De Transformação;-224;1882122.77
2014;10;Indústrias Extrativas;9;45295.0
2011;8;Administração Pública, Defesa E Seguridade Social;-518;1080743.18
2014;5;Indústrias Extrativas;39;82538.0
2009;7;Serviços Domésticos;1;600.0
2010;12;Serviços Domésticos;1;659.0
2016;5;Atividades Financeiras, De Seguros E Serviços Relacionados;-56;834906.93
2017;9;Atividades Profissionais, Científicas E Técnicas;115;804207.88
2010;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;38704.0
2015;7;Organismos Internacionais E Outras Instituições Extraterritoriais;-1;2321.0
2011;8;Outras Atividades De Serviços;20;155299.23
2019;5;Administração Pública, Defesa E Seguridade Social;-144;298036.12
2016;11;Organismos Internacionais E Outras Instituições Extraterritoriais;-1;1136.0
2015;4;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;1786.0
2007;2;Construção;-67;257772.0
2019;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-2;99637.0
2017;9;Outras Atividades De Serviços;22;172743.0
2007;2;;82;131218.76999999973
2017;11;Saúde Humana E Serviços Sociais;-35;354993.81
2017;11;Atividades Profissionais, Científicas E Técnicas;67;856683.22
2017;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;12;65776.07
2013;4;Organismos Internacionais E Outras Instituições Extraterritoriais;2;7689.0
2007;2;Serviços Domésticos;-1;600.0
2014;7;Administração Pública, Defesa E Seguridade Social;285;1338465.79
2016;5;Transporte, Armazenagem E Correio;-220;1160210.57
2017;9;Indústrias De Transformação;-15;1024100.54
2018;7;Educação;-66;329007.28
2010;10;Artes, Cultura, Esporte E Recreação;28;27089.2
2010;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;1825.0
2011;7;Atividades Financeiras, De Seguros E Serviços Relacionados;85;453646.46
2017;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1;87618.79
2010;1;Artes, Cultura, Esporte E Recreação;20;25945.0
2007;2;Atividades Profissionais, Científicas E Técnicas;-18;44374.0
2013;9;Administração Pública, Defesa E Seguridade Social;403;1372448.45
2014;3;Indústrias Extrativas;2;24068.0
2017;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1382.0
2019;8;Indústrias Extrativas;-9;18367.0
2013;12;Atividades Financeiras, De Seguros E Serviços Relacionados;-35;601476.7
2018;4;Eletricidade E Gás;1;8910.0
2016;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;4;77556.84
2017;9;Atividades Financeiras, De Seguros E Serviços Relacionados;-495;4956041.15
2019;5;Indústrias Extrativas;-4;8317.0
2018;7;Atividades Financeiras, De Seguros E Serviços Relacionados;98;710925.67
2012;11;Atividades Financeiras, De Seguros E Serviços Relacionados;42;471370.42
2015;8;Outras Atividades De Serviços;30;147747.8
2013;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-4;51032.0
2011;7;Transporte, Armazenagem E Correio;88;966965.54
2011;7;Alojamento E Alimentação;-28;944049.6
2008;7;Administração Pública, Defesa E Seguridade Social;977;2050208.28
2019;5;Atividades Profissionais, Científicas E Técnicas;31;1390615.0
2016;5;Saúde Humana E Serviços Sociais;14;383634.19
2010;2;Organismos Internacionais E Outras Instituições Extraterritoriais;19;21680.0
2008;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-6;4553.0
2008;6;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;5;6053.0
2009;1;Administração Pública, Defesa E Seguridade Social;-1107;784787.41
2015;4;Administração Pública, Defesa E Seguridade Social;-1934;3827495.89
2015;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;4;80844.0
2013;2;Administração Pública, Defesa E Seguridade Social;-182;631731.0
2011;7;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;1100.0
2011;11;Atividades Financeiras, De Seguros E Serviços Relacionados;47;447331.63
2019;9;Construção;43;1037721.29
2019;9;Atividades Administrativas E Serviços Complementares;6;2886264.32
2019;9;Artes, Cultura, Esporte E Recreação;6;76615.12
2011;4;Alojamento E Alimentação;19;999205.49
2013;2;Serviços Domésticos;1;710.0
2010;7;Atividades Imobiliárias;13;25244.0
2008;9;Transporte, Armazenagem E Correio;127;679378.4
2019;9;Saúde Humana E Serviços Sociais;46;547732.0
2019;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-10;68882.0
2015;1;Serviços Domésticos;1;905.0
2017;11;Organismos Internacionais E Outras Instituições Extraterritoriais;-1;1181.0
2010;7;"Comércio; Reparação De Veículos Automotores E Motocicletas";462;2671468.15
2015;11;Artes, Cultura, Esporte E Recreação;9;32598.2
2019;9;Indústrias De Transformação;-96;1506068.22
2011;4;Informação E Comunicação;53;577843.85
2011;4;Atividades Administrativas E Serviços Complementares;224;1363875.76
2010;7;Indústrias De Transformação;310;1785854.44
2010;7;Administração Pública, Defesa E Seguridade Social;611;995951.27
2011;9;Atividades Imobiliárias;7;27856.0
2011;2;Informação E Comunicação;-14;422869.37
2007;10;Serviços Domésticos;1;600.0
2015;11;Administração Pública, Defesa E Seguridade Social;355;1731071.89
2015;11;Alojamento E Alimentação;27;648277.01
2011;5;Outras Atividades De Serviços;41;139533.05
2015;11;Atividades Administrativas E Serviços Complementares;106;1716213.32
2010;7;Outras Atividades De Serviços;10;123254.58
2011;2;Atividades Administrativas E Serviços Complementares;-161;1537443.57
2008;12;Administração Pública, Defesa E Seguridade Social;-1015;1080915.17
2011;2;Alojamento E Alimentação;49;986900.46
2011;11;Outras Atividades De Serviços;-7;135031.14
2011;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-12;41266.35
2015;11;Outras Atividades De Serviços;2;203896.72
2008;9;Atividades Administrativas E Serviços Complementares;34;1543492.79
2017;4;Organismos Internacionais E Outras Instituições Extraterritoriais;0;2272.0
2011;4;Artes, Cultura, Esporte E Recreação;15;26461.0
2012;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;1344.0
2015;11;Saúde Humana E Serviços Sociais;76;408244.64
2010;7;Saúde Humana E Serviços Sociais;-1;170267.07
2011;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-3;21435.0
2008;9;Alojamento E Alimentação;59;699920.95
2010;7;Informação E Comunicação;51;451613.55
2011;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";277;3534466.97
2011;4;Atividades Financeiras, De Seguros E Serviços Relacionados;154;461129.0
2015;11;Construção;-140;1021904.3
2019;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;6;14905.0
2014;3;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2;5724.0
2011;4;Educação;35;243227.49
2011;3;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2;1100.0
2008;9;Atividades Financeiras, De Seguros E Serviços Relacionados;31;383597.73
2008;5;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;5;2876.39
2012;9;Indústrias Extrativas;12;57094.0
2011;11;Saúde Humana E Serviços Sociais;-5;295108.64
2015;8;Eletricidade E Gás;1;4702.0
2008;9;Outras Atividades De Serviços;39;118580.43
2015;11;Atividades Profissionais, Científicas E Técnicas;7;241412.58
2010;7;Atividades Administrativas E Serviços Complementares;277;1411410.98
2019;9;Atividades Profissionais, Científicas E Técnicas;109;1410326.42
2015;9;Serviços Domésticos;-1;980.0
2011;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;611.0
2014;3;Serviços Domésticos;1;810.0
2019;9;Indústrias Extrativas;-5;10806.0
2015;11;Indústrias De Transformação;-72;1379407.35
2010;7;Atividades Profissionais, Científicas E Técnicas;15;219546.8
2008;12;Artes, Cultura, Esporte E Recreação;-7;20553.0
2010;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;3;16545.0
2008;9;Atividades Imobiliárias;10;25274.0
2011;2;Administração Pública, Defesa E Seguridade Social;-7;247012.08
2010;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;9;33667.0
2008;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";215;2241124.33
2007;12;;33;20886.969999999998
2012;5;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;1301.0
2015;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;810.0
2015;11;"Comércio; Reparação De Veículos Automotores E Motocicletas";213;4710695.81
2011;4;Construção;79;678808.62
2011;2;Atividades Financeiras, De Seguros E Serviços Relacionados;57;535295.44
2011;4;Atividades Imobiliárias;18;29468.5
2011;4;Administração Pública, Defesa E Seguridade Social;262;621907.35
2011;2;Construção;141;771003.71
2019;9;Atividades Financeiras, De Seguros E Serviços Relacionados;39;1250358.0
2008;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-1;3525.0
2010;7;Atividades Financeiras, De Seguros E Serviços Relacionados;112;388146.48
2010;7;Transporte, Armazenagem E Correio;6;815854.92
2011;2;Artes, Cultura, Esporte E Recreação;14;34082.0
2012;3;Administração Pública, Defesa E Seguridade Social;234;1096583.06
2011;2;Atividades Profissionais, Científicas E Técnicas;39;260483.35
2013;5;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;678.0
2015;7;Serviços Domésticos;-2;1960.0
2010;2;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;1532.0
2011;2;Transporte, Armazenagem E Correio;71;988178.13
2019;9;Administração Pública, Defesa E Seguridade Social;-22;28622.46
2011;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2;3300.0
2015;11;Atividades Financeiras, De Seguros E Serviços Relacionados;-203;307686.7
2015;11;Informação E Comunicação;-135;813531.28
2011;4;Indústrias De Transformação;215;2335295.11
2011;4;Transporte, Armazenagem E Correio;114;840712.15
2019;9;Educação;75;494930.48
2015;11;Indústrias Extrativas;3;22809.0
2008;9;Atividades Profissionais, Científicas E Técnicas;32;128695.0
2010;7;Alojamento E Alimentação;40;834576.42
2011;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1760.0
2010;7;Construção;7;767507.31
2011;2;Outras Atividades De Serviços;50;187341.39
2008;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;549.22
2007;5;Serviços Domésticos;-1;500.0
2019;9;Transporte, Armazenagem E Correio;53;1461656.02
2018;3;Serviços Domésticos;-1;1076.0
2015;11;Educação;7;309459.66
2017;4;Indústrias Extrativas;-43;3060.29
2013;11;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-2;2012.0
2010;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;3;1118.0
2008;9;Informação E Comunicação;-24;528466.05
2019;9;Atividades Imobiliárias;-3;79911.0
2011;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";61;3570168.33
2015;4;Indústrias Extrativas;6;18057.0
2010;10;Organismos Internacionais E Outras Instituições Extraterritoriais;14;70868.0
2015;11;Atividades Imobiliárias;1;31882.64
2007;12;Serviços Domésticos;-1;380.0
2014;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;732.0
2013;9;Organismos Internacionais E Outras Instituições Extraterritoriais;4;9070.0
2008;9;Artes, Cultura, Esporte E Recreação;2;16364.0
2012;10;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;672.0
2015;3;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;810.0
2019;9;Outras Atividades De Serviços;4;242171.28
2008;9;Indústrias De Transformação;242;1441775.32
2011;2;Saúde Humana E Serviços Sociais;10;260521.96
2008;5;Organismos Internacionais E Outras Instituições Extraterritoriais;1;510.0
2019;9;Informação E Comunicação;-53;1269402.68
2011;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;11;38862.0
2011;11;Artes, Cultura, Esporte E Recreação;-18;44738.0
2011;9;Administração Pública, Defesa E Seguridade Social;-133;509065.47
2008;9;Educação;19;187200.0
2012;2;Serviços Domésticos;1;2243.0
2015;11;Transporte, Armazenagem E Correio;-48;1492549.7
2015;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;52041.0
2010;3;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;2048.0
2011;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1;39858.0
2011;11;Administração Pública, Defesa E Seguridade Social;-143;479818.13
2010;8;Serviços Domésticos;1;750.0
2014;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;732.0
2014;9;Organismos Internacionais E Outras Instituições Extraterritoriais;0;5368.0
2011;4;Outras Atividades De Serviços;33;135714.77
2008;9;Saúde Humana E Serviços Sociais;33;155007.44
2011;2;Indústrias De Transformação;120;1941607.35
2008;4;Organismos Internacionais E Outras Instituições Extraterritoriais;-1;510.0
2012;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;18;78851.0
2011;2;Educação;120;388991.74
2011;5;Atividades Financeiras, De Seguros E Serviços Relacionados;104;542656.9
2013;6;Administração Pública, Defesa E Seguridade Social;37;1894185.59
2010;7;Educação;-1;240136.17
2011;2;Atividades Imobiliárias;-2;26724.0
2013;6;Serviços Domésticos;1;755.0
2019;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";88;5607947.46
2010;7;Artes, Cultura, Esporte E Recreação;6;13995.0
2017;7;Organismos Internacionais E Outras Instituições Extraterritoriais;0;2362.0
2016;3;Serviços Domésticos;1;1650.0
2010;7;Organismos Internacionais E Outras Instituições Extraterritoriais;-12;23173.0
2013;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;15021.0
2011;4;Saúde Humana E Serviços Sociais;83;343375.9
2015;9;Eletricidade E Gás;1;1249.0
2014;3;Organismos Internacionais E Outras Instituições Extraterritoriais;-13;34043.0
2008;9;Construção;117;510890.77
