cod_familiar_fam;n_pessoas_fam;qtd_pessoas_domic_fam
5761407752;1;1.0
5761600919;3;3.0
5761694557;1;1.0
5761700700;4;4.0
5761737469;4;4.0
5761737701;4;1.0
5761759357;4;3.0
5761824272;2;2.0
5761826569;5;4.0
5761845784;4;4.0
5761949563;2;2.0
5762006549;1;1.0
5762055752;3;2.0
5762061132;3;3.0
5762146049;2;2.0
5762184056;2;2.0
5762215890;1;1.0
5762246264;2;2.0
5762284433;1;1.0
5762307158;4;4.0
5762309282;2;1.0
5762312313;4;4.0
5762415554;3;3.0
5762501639;5;5.0
5762599264;3;3.0
5762772403;2;2.0
5762792935;4;3.0
5762908313;3;3.0
5762918548;4;4.0
5762922146;3;3.0
5762974022;2;3.0
5763089430;4;3.0
5763102711;3;3.0
5763232682;3;3.0
5763247280;5;5.0
5763298861;5;3.0
5763324455;4;4.0
5763374398;6;6.0
5763453930;5;4.0
5763478843;1;1.0
5763544498;3;3.0
5763548485;3;3.0
5763552245;2;2.0
5763789768;3;2.0
5763890051;5;5.0
5763922867;4;3.0
5763995589;5;5.0
5764075696;3;3.0
5764134706;1;1.0
5764153913;2;2.0
5764221420;4;3.0
5764229677;1;1.0
5764251257;1;1.0
5764256640;5;4.0
5764359023;1;1.0
5764396573;2;2.0
5764525306;3;3.0
5764691222;2;2.0
5764824206;2;2.0
5764855861;2;2.0
5764913810;3;3.0
5765011748;2;2.0
5765029108;3;3.0
5765062903;2;2.0
5765064515;2;2.0
5765110304;3;2.0
5765191703;2;2.0
5765225110;2;3.0
5765296726;3;3.0
5765390749;1;1.0
5765401708;1;1.0
5765403905;4;3.0
5765414516;3;2.0
5765516432;6;5.0
5765528520;1;1.0
5765740820;4;4.0
5765745890;2;2.0
5765867146;3;3.0
5765868460;3;2.0
5765929273;2;2.0
5765938698;4;4.0
5766001568;1;1.0
5766109091;5;5.0
5766130457;1;1.0
5766185197;4;3.0
5766220600;3;2.0
5766241364;1;5.0
5766455755;3;3.0
5766460244;2;2.0
5766470045;2;2.0
5766499701;2;2.0
5766532849;5;5.0
5766559534;1;1.0
5766563213;5;4.0
5766578679;4;3.0
5766616783;2;2.0
5766623488;1;1.0
5766672853;5;5.0
5766884010;4;3.0
5767006733;4;2.0
5767024472;6;3.0
5767035083;3;3.0
5767043930;3;3.0
5767073333;4;4.0
5767132445;1;1.0
5767167745;2;2.0
5767220301;3;3.0
5767249393;2;2.0
5767355584;2;2.0
5767419060;1;1.0
5767428808;2;2.0
5767521778;1;1.0
5767523711;3;3.0
5767533350;1;1.0
5767542694;1;1.0
5767557454;4;4.0
5767779350;3;3.0
5767812403;3;3.0
5767890110;2;2.0
5767913692;2;1.0
5767915717;1;2.0
5767917922;2;3.0
5767933022;2;2.0
5767943095;4;3.0
5777069509;2;2.0
5777146864;2;2.0
5777183395;2;3.0
5777280161;3;3.0
5777292097;3;3.0
5777459307;4;4.0
5777500706;2;2.0
5787715195;2;2.0
5787850726;5;4.0
5787854802;2;2.0
5787881281;2;2.0
5787890000;3;3.0
5787896980;4;3.0
5787962362;4;3.0
5787975006;3;1.0
5788002680;4;3.0
5800710309;4;2.0
5800761990;2;2.0
5800919100;1;1.0
5800978204;3;3.0
5800984352;5;
5801102574;3;3.0
5801145893;1;1.0
5801346104;2;2.0
5801383808;2;2.0
5801455736;3;3.0
5801462279;3;3.0
5801519726;2;3.0
5768022554;3;3.0
5768029214;5;3.0
5768070362;2;2.0
5768112200;4;4.0
5768133119;1;1.0
5768326340;2;1.0
5768371648;3;3.0
5768422650;1;1.0
5768472240;1;2.0
5768502505;2;2.0
5768593462;1;1.0
5768768017;5;4.0
5768806989;4;4.0
5768867341;3;2.0
5768943625;1;1.0
5768961445;1;1.0
5768988050;2;2.0
5769047089;3;1.0
5769115009;2;2.0
5769186879;1;1.0
5769375922;1;1.0
5769388749;3;2.0
5769429445;3;3.0
5769495588;3;2.0
5769612991;2;1.0
5769644257;4;4.0
5769742429;4;4.0
5769769033;3;3.0
5769769700;1;1.0
5769815248;2;2.0
5769835435;2;2.0
5769926902;6;4.0
5769952741;4;1.0
5770017600;3;3.0
5770064609;4;2.0
5770087811;4;4.0
5770154438;5;4.0
5770311207;2;2.0
5770391219;4;3.0
5770448938;1;3.0
5770458305;1;1.0
5770714085;3;3.0
5770742291;3;3.0
5770791233;3;3.0
5770821833;1;1.0
5770851236;3;2.0
5770892773;1;1.0
5770940760;2;2.0
5770959860;1;1.0
5770966998;3;2.0
5770995823;3;3.0
5771015520;2;2.0
5771052728;3;3.0
5771095885;3;2.0
5771231576;3;3.0
5771245445;1;1.0
5771252220;4;4.0
5771276324;3;2.0
5771277487;3;3.0
5771348767;4;4.0
5771409146;3;3.0
5771523780;6;6.0
5771584576;3;3.0
5771634778;2;2.0
5771647594;3;3.0
5771703419;2;2.0
5771818313;2;2.0
5771835757;5;5.0
5771843180;4;4.0
5771896705;1;1.0
5771935620;3;3.0
5771940380;3;2.0
5771943800;3;3.0
5771950181;1;1.0
5771950505;2;2.0
5771954411;2;2.0
5771960578;4;4.0
5771988901;5;4.0
5772003640;4;4.0
5772004700;5;4.0
5772025880;3;3.0
5772314211;2;2.0
5772387600;4;3.0
5772717090;2;1.0
5772738682;3;3.0
5772797859;6;6.0
5772806866;2;1.0
5772828592;1;1.0
5772863150;3;1.0
5772904523;1;1.0
5772959000;4;4.0
5772971204;3;3.0
5773065452;5;4.0
5773308967;1;1.0
5773357585;3;3.0
5773372975;2;2.0
5773415020;7;5.0
5773484269;3;3.0
5773643910;4;3.0
5773670569;2;1.0
5773687100;1;1.0
5773770601;3;1.0
5773799170;2;2.0
5773817683;1;1.0
5773942909;3;3.0
5773957345;1;1.0
5774014835;3;2.0
5774174522;2;2.0
5774254984;3;3.0
5774535568;1;1.0
5774566790;3;3.0
5774864626;2;3.0
5774962202;3;3.0
5774999122;2;2.0
5775164180;4;3.0
5775214200;3;1.0
5775370082;2;2.0
5775534611;6;5.0
5775592492;6;4.0
5775717619;2;2.0
5775865057;1;1.0
5775879350;2;2.0
5775884604;2;2.0
5775976479;3;3.0
5775990897;1;1.0
5776024625;3;3.0
5776036550;3;2.0
5776039142;4;4.0
5776128595;3;3.0
5776182026;2;1.0
5776300592;2;2.0
5776543738;2;2.0
5776563330;3;3.0
5776564573;3;3.0
5776824745;1;1.0
5776844002;3;2.0
5776868289;2;2.0
5776979943;3;3.0
5777026109;4;4.0
5777557813;4;3.0
5777575200;2;2.0
5777687784;4;3.0
5777776027;2;2.0
5777780725;5;4.0
5777881670;1;1.0
5777899021;3;2.0
5777953760;4;4.0
5778012950;2;3.0
5778026587;3;3.0
5778079605;5;5.0
5778085915;3;3.0
5778161603;4;3.0
5778188560;1;1.0
5778329300;3;3.0
5778365527;4;2.0
5778394543;2;2.0
5778549172;6;6.0
5778782802;3;3.0
5779013039;4;3.0
5779062919;3;1.0
5779111987;2;2.0
5779121869;2;2.0
5779127557;3;2.0
5779154600;1;1.0
5779185328;1;1.0
5779361231;3;2.0
5779366462;1;1.0
5779406863;2;2.0
5779719721;1;1.0
5779731934;3;3.0
5779839549;4;4.0
5779844119;2;2.0
5779847800;3;3.0
5779941076;6;6.0
5779965684;3;3.0
5780027790;4;3.0
5780382263;4;3.0
5780392579;3;2.0
5780434590;2;2.0
5780575304;1;1.0
5780631239;1;1.0
5780765600;2;2.0
5780786860;1;1.0
5780874646;4;2.0
5780989460;2;2.0
5780998299;1;1.0
5781228802;2;2.0
5781230530;1;1.0
5781269908;4;4.0
5781358684;3;2.0
5781365702;5;5.0
5781390812;1;2.0
5781459448;1;1.0
5781476105;3;2.0
5781577726;2;2.0
5781640517;4;4.0
5781692401;5;4.0
5781770305;3;3.0
5781869425;1;1.0
5781935665;2;2.0
5782060050;1;1.0
5782071508;1;1.0
5782140836;4;4.0
5782156325;2;2.0
5782241276;4;3.0
5782345306;2;2.0
5782592060;2;2.0
5782748508;3;3.0
5782824700;2;2.0
5782894075;1;1.0
5782899700;1;1.0
5782990546;2;1.0
5783112089;1;1.0
5783145920;5;5.0
5783162930;3;3.0
5783236489;3;4.0
5783276600;2;2.0
5783314200;1;1.0
5783333255;1;1.0
5783374369;4;3.0
5783710067;3;3.0
5783732893;5;5.0
5783739049;4;3.0
5783758264;7;7.0
5783792284;3;3.0
5783799459;2;2.0
5783840602;5;5.0
5783966100;4;4.0
5784216821;1;1.0
5784401807;5;4.0
5784406604;2;2.0
5784438484;3;2.0
5784504703;3;3.0
5784555871;3;3.0
5784594508;6;5.0
5784601571;5;5.0
5784810812;3;2.0
5784837699;4;4.0
5784856561;1;1.0
5784868144;3;3.0
5784879260;4;4.0
5784911333;3;3.0
5784994280;4;2.0
5785118513;3;2.0
5785263602;2;2.0
5785265494;4;4.0
5785274213;2;2.0
5785382962;3;3.0
5785395940;4;4.0
5785559641;2;2.0
5785615304;1;1.0
5785648407;4;3.0
5785688379;3;3.0
5785694697;4;4.0
5785722810;4;3.0
5785724359;1;1.0
5785838958;3;3.0
5785904098;2;4.0
5785904926;3;3.0
5785916509;5;3.0
5786226450;4;4.0
5786243540;3;3.0
5786402606;3;3.0
5786493652;1;1.0
5786496163;3;2.0
5786565661;2;2.0
5786622304;2;2.0
5786769747;2;1.0
5786864650;1;1.0
5786871355;3;2.0
5786878287;3;3.0
5786938107;2;2.0
5786985016;3;2.0
5787098722;3;3.0
5787102690;2;2.0
5787284003;3;2.0
5787628381;3;1.0
5788299918;1;1.0
5788464382;3;3.0
5788500362;4;4.0
5788599040;5;5.0
5788699509;5;6.0
5788786746;1;1.0
5788906407;4;4.0
5788973422;2;2.0
5788996201;1;1.0
5789045197;2;2.0
5789094643;5;5.0
5789108881;2;2.0
5789116396;1;1.0
5789124224;2;1.0
5789184200;1;1.0
5789197612;1;1.0
5789531024;1;1.0
5789552102;5;3.0
5789625002;3;3.0
5789787681;2;2.0
5789851363;3;3.0
5789895573;4;4.0
5790158900;3;3.0
5790170013;4;4.0
5790594212;1;1.0
5790618090;2;2.0
5790625207;3;2.0
5790661696;2;2.0
5790772170;4;2.0
5790817025;3;3.0
5790840434;3;3.0
5790846556;1;1.0
5790986994;3;3.0
5790997090;3;1.0
5791151195;2;2.0
5791221070;1;1.0
5791283857;3;3.0
5791298455;1;1.0
5791310927;5;3.0
5791380704;2;2.0
5791447124;4;4.0
5791519729;3;2.0
5791562810;2;2.0
5791861214;2;2.0
5791940432;4;3.0
5792012601;3;3.0
5792058431;5;5.0
5792075018;4;2.0
5792149232;4;4.0
5792343713;1;1.0
5792361452;3;3.0
5792497192;1;1.0
5792808457;3;3.0
5792860459;3;3.0
5792885443;3;2.0
5792921342;3;3.0
5792999961;1;1.0
5793055118;2;2.0
5793081208;2;3.0
5793130934;3;3.0
5793165215;3;3.0
5793186565;2;2.0
5793363440;4;4.0
5793385410;2;1.0
5793615431;3;3.0
5793730885;4;4.0
5793829660;1;1.0
5793866949;1;1.0
5794014997;3;3.0
5794141247;3;3.0
5794244135;3;3.0
5794423900;7;7.0
5794542900;5;4.0
5794585471;2;2.0
5794706600;1;1.0
5794894695;2;2.0
5794902116;1;1.0
5795048836;2;2.0
5795124109;4;4.0
5795289604;2;3.0
5795341037;3;2.0
5795468371;2;2.0
5795468533;2;2.0
5795470864;4;4.0
5795474347;3;3.0
5795580023;2;2.0
5795613134;2;2.0
5795619507;2;2.0
5795651818;3;3.0
5795669784;4;4.0
5795771120;3;3.0
5795798754;2;2.0
5795924997;3;3.0
5796137476;3;3.0
5796253972;2;2.0
5796321307;1;1.0
5796325043;1;1.0
5796429094;2;2.0
5796501542;2;2.0
5796715267;2;1.0
5796799770;2;2.0
5796844318;2;1.0
5796933094;4;4.0
5797032074;1;1.0
5797239337;2;1.0
5797245221;3;3.0
5797287650;4;4.0
5797324520;3;3.0
5797368226;4;4.0
5797759179;2;2.0
5797811006;2;2.0
5797817551;2;1.0
5797900459;3;3.0
5797914913;1;1.0
5798029654;4;4.0
5798177769;2;2.0
5798320316;1;1.0
5798383903;1;1.0
5798425096;3;3.0
5798470555;1;1.0
5798707318;4;4.0
5798735010;2;1.0
5798771164;5;5.0
5798941000;2;1.0
5799032810;2;2.0
5799101642;2;2.0
5799307852;1;2.0
5799337506;1;1.0
5799452003;1;1.0
5799510224;1;1.0
5799777220;2;1.0
5799799542;2;2.0
5799836251;3;3.0
5799844947;3;3.0
5799855396;6;6.0
5799882873;5;4.0
5799906721;2;2.0
5800011303;1;1.0
5800040079;3;3.0
5800103500;4;4.0
5800458111;4;4.0
5800465916;4;2.0
5800640424;2;2.0
5801549200;2;2.0
5801623116;1;1.0
5801650350;2;2.0
5801689729;3;3.0
5801714260;6;6.0
5801721630;4;4.0
5802124326;4;4.0
5802125993;2;2.0
5802129557;2;2.0
5802149310;6;6.0
5802323019;5;5.0
5802345764;3;1.0
5802377887;3;3.0
5802382376;2;1.0
5802415134;4;3.0
5802500751;4;3.0
5802579838;3;3.0
5802612983;3;2.0
5802847786;3;1.0
5803005010;2;1.0
5803031879;5;5.0
5803041408;4;3.0
5803043966;2;2.0
5803046639;4;4.0
5803066583;4;4.0
5803087157;1;2.0
5803105406;2;2.0
5803112445;2;2.0
5803146420;4;3.0
5803186058;4;4.0
5803250759;2;2.0
5803355348;4;3.0
5812083150;4;4.0
5812108404;2;2.0
5812123802;3;3.0
5812134758;5;4.0
5812198802;1;1.0
5812244502;3;3.0
5812383626;2;2.0
5812392021;4;4.0
5803491608;5;5.0
5803577405;6;4.0
5803605204;3;3.0
5803794341;3;3.0
5804404512;2;2.0
5804629514;3;3.0
5804686828;3;3.0
5804698249;3;3.0
5804820656;2;2.0
5804842978;2;2.0
5804852000;3;3.0
5804860950;3;1.0
5804906100;5;7.0
5805002922;2;1.0
5805024810;2;2.0
5805039842;2;1.0
5805051460;1;
5805100690;3;3.0
5805241404;4;4.0
5805280140;1;1.0
5805353989;4;4.0
5805356902;3;3.0
5805386801;4;4.0
5805387450;4;4.0
5805484064;1;1.0
5805489376;3;2.0
5805534851;3;3.0
5805594242;7;6.0
5805607085;3;3.0
5805630575;3;2.0
5805643987;1;1.0
5805670283;3;3.0
5805738937;2;2.0
5805745801;5;3.0
5805863081;3;3.0
5805885484;2;2.0
5805909251;2;2.0
5806204090;1;1.0
5806209997;1;1.0
5806267415;1;1.0
5806275191;3;3.0
5806297918;4;4.0
5806319407;2;2.0
5806369099;2;2.0
5806394603;2;2.0
5806409651;7;7.0
5806414221;2;2.0
5806492109;2;3.0
5806736938;4;3.0
5806841804;1;1.0
5806852849;4;4.0
5806891747;2;2.0
5806907333;1;1.0
5806922561;4;4.0
5806938131;4;5.0
5806996174;3;3.0
5807019130;2;2.0
5807063201;3;3.0
5807080556;3;3.0
5807150007;3;3.0
5807314301;3;2.0
5807408977;3;3.0
5807418697;3;3.0
5807545613;4;4.0
5807550374;3;3.0
5807574125;3;2.0
5807616901;1;1.0
5807619919;2;3.0
5807676475;4;3.0
5807708261;4;4.0
5807723570;3;3.0
5807741714;3;3.0
5807751949;1;1.0
5807824849;3;3.0
5807981600;2;4.0
5807981782;1;1.0
5808006791;5;2.0
5808034060;5;5.0
5808039614;2;2.0
5808057949;1;7.0
5808092850;1;1.0
5808183650;2;2.0
5808292514;2;1.0
5808323681;3;2.0
5808450950;1;1.0
5808511097;1;1.0
5808539773;4;4.0
5808627982;3;4.0
5808646189;5;3.0
5808662702;3;3.0
5808682223;4;4.0
5808716578;1;1.0
5808733154;4;4.0
5808832802;2;2.0
5808836042;1;1.0
5808874998;5;3.0
5809034942;2;2.0
5809103855;3;2.0
5809105041;1;1.0
5809155065;1;1.0
5809191533;1;1.0
5809272703;3;3.0
5809278221;3;3.0
5809396003;4;4.0
5809441076;2;2.0
5809468519;3;3.0
5809492142;2;2.0
5809517900;3;3.0
5809545955;3;3.0
5809579779;2;2.0
5809585582;2;1.0
5809610609;2;1.0
5809628818;5;5.0
5809646980;1;1.0
5809678327;2;2.0
5809746268;4;4.0
5809758517;3;3.0
5809976344;5;5.0
5810056008;3;2.0
5810089100;2;2.0
5810107010;3;3.0
5810114229;2;2.0
5810157629;3;3.0
5810240607;3;3.0
5810295509;1;1.0
5810324460;1;1.0
5810339654;2;1.0
5810495354;2;2.0
5810520995;3;3.0
5810611605;3;3.0
5810627285;4;2.0
5810674445;4;4.0
5810732151;2;1.0
5810757227;2;2.0
5810781608;4;3.0
5810821413;4;4.0
5810831567;2;2.0
5810845274;2;2.0
5810875009;3;3.0
5810899870;4;4.0
5811067682;4;4.0
5811068140;3;3.0
5811079850;3;3.0
5811144776;2;2.0
5811281501;2;2.0
5811287887;2;2.0
5811330561;2;1.0
5811356447;1;1.0
5811373104;1;1.0
5811390890;2;2.0
5811405839;5;5.0
5811582617;3;3.0
5811692714;1;1.0
5812455040;3;2.0
5812460809;3;3.0
5812515123;3;3.0
5812704015;4;3.0
5812788103;1;1.0
5812805555;4;4.0
5812922195;3;3.0
5812928045;2;2.0
5822589367;3;3.0
5822600948;2;2.0
5822617085;4;5.0
5822641202;5;1.0
5822646000;3;2.0
5822880614;2;2.0
5822937233;2;2.0
5822949088;7;5.0
5822954839;4;4.0
5822955304;1;1.0
5823022425;4;4.0
5823058373;2;2.0
5823082835;3;3.0
5823135700;4;4.0
5823150938;3;3.0
5823152558;2;2.0
5823262736;2;2.0
5823275552;4;2.0
5823309473;4;3.0
5823368135;2;2.0
5823447868;5;4.0
5823504500;2;1.0
5823627092;1;1.0
5823832850;3;3.0
5823983638;2;2.0
5824153736;2;1.0
5824233179;2;1.0
5824238480;5;4.0
5824300623;2;2.0
5824523258;2;2.0
5824669627;5;4.0
5824679428;2;2.0
5824807876;4;4.0
5824946051;2;2.0
5824989028;5;5.0
5812980047;3;3.0
5813148400;3;2.0
5813238662;1;1.0
5813335439;2;2.0
5813387900;6;6.0
5813478035;4;5.0
5813519327;1;1.0
5813591354;2;2.0
5813756701;2;1.0
5813769277;5;4.0
5813827811;2;2.0
5813905391;2;2.0
5813948104;5;3.0
5813962000;4;2.0
5814040416;4;4.0
5814048662;2;2.0
5814145862;3;3.0
5814151919;1;1.0
5814169532;1;1.0
5814175427;3;2.0
5814258713;2;1.0
5814265841;2;2.0
5814315962;6;3.0
5814321423;3;3.0
5814396865;5;5.0
5814430478;3;3.0
5814483911;3;3.0
5814556579;3;3.0
5814692405;2;2.0
5814765577;4;4.0
5814847468;3;3.0
5814956160;4;3.0
5814975970;6;2.0
5815050423;3;3.0
5815119059;3;3.0
5815127159;3;3.0
5815169315;3;2.0
5815170402;7;8.0
5815183814;4;4.0
5815247995;1;1.0
5815269883;3;3.0
5815471607;1;1.0
5815574171;1;1.0
5815578916;3;2.0
5815604348;4;2.0
5815658430;1;1.0
5815671703;5;5.0
5815774774;1;1.0
5815869643;1;1.0
5815948004;2;2.0
5816052411;2;2.0
5816158597;8;7.0
5816175505;2;1.0
5816301497;6;5.0
5816333003;1;1.0
5816484982;3;1.0
5816542699;3;2.0
5816551507;3;3.0
5816577301;4;2.0
5816687158;3;2.0
5816733010;2;2.0
5816751263;3;2.0
5816780018;2;3.0
5816791303;4;4.0
5816813200;3;2.0
5816992201;1;1.0
5817022044;5;3.0
5817058669;4;4.0
5817062771;2;2.0
5817076306;4;3.0
5817077299;2;2.0
5817111810;4;4.0
5817145472;2;2.0
5817247399;4;3.0
5817302241;5;5.0
5817497905;2;2.0
5817532247;2;2.0
5817541661;3;4.0
5817683881;3;3.0
5817692953;3;3.0
5817814307;2;2.0
5817833522;2;2.0
5817850290;4;3.0
5817869209;1;1.0
5817931885;3;3.0
5818004945;4;4.0
5818101711;1;1.0
5818131467;3;1.0
5818204103;2;3.0
5818222500;3;3.0
5818223159;2;2.0
5818247503;2;2.0
5818266125;2;2.0
5818427315;5;5.0
5818453405;4;4.0
5818457303;3;2.0
5818564304;4;3.0
5818565700;4;4.0
5818608700;2;2.0
5818675564;3;2.0
5818746410;3;3.0
5818750876;1;1.0
5818838960;2;2.0
5818989151;3;2.0
5819030729;3;3.0
5819321022;4;4.0
5819352688;3;3.0
5819409035;1;1.0
5819484088;3;3.0
5819493583;1;1.0
5819502248;8;3.0
5819586832;4;3.0
5819700716;2;2.0
5819733720;2;1.0
5819895894;1;1.0
5819952790;3;3.0
5820052307;1;1.0
5820229835;4;4.0
5820368282;3;3.0
5820636988;1;1.0
5820677153;4;4.0
5820679601;1;1.0
5820930070;3;3.0
5821043190;2;2.0
5821178444;6;6.0
5821228050;2;2.0
5821248400;1;1.0
5821285526;2;2.0
5821525934;1;1.0
5821715474;3;3.0
5821792622;5;5.0
5821820006;2;2.0
5821935245;2;2.0
5822098975;4;4.0
5822169406;3;2.0
5822237681;1;1.0
5822299954;3;3.0
5822316557;2;2.0
5822352782;3;3.0
5822394434;4;4.0
5822412351;3;3.0
5822455832;2;3.0
5825311874;1;1.0
5825337326;3;3.0
5825381490;3;2.0
5825412980;4;3.0
5825426000;4;4.0
5825464603;2;2.0
5825486321;3;3.0
5825580930;3;3.0
5825598472;2;2.0
5825653830;2;2.0
5825720022;3;3.0
5825726144;3;3.0
5825792872;4;3.0
5825869840;2;2.0
5825881468;5;4.0
5825883088;4;2.0
5825917241;4;3.0
5825923055;4;4.0
5825968903;3;3.0
5826002271;3;3.0
5826012668;2;1.0
5826019247;2;3.0
5826055987;3;2.0
5826077280;3;3.0
5826224096;4;3.0
5826269944;2;2.0
5826312971;3;3.0
5826487003;4;4.0
5826558202;4;2.0
5826571055;2;2.0
5826617810;4;4.0
5826637684;3;3.0
5826657367;2;2.0
5826671351;5;4.0
5826673486;2;1.0
5826715235;3;2.0
5826807865;3;3.0
5826919159;6;3.0
5836266964;3;3.0
5836278547;1;1.0
5836343624;2;2.0
5836431329;3;3.0
5836502951;4;4.0
5836527431;2;2.0
5836565520;2;2.0
5836589623;7;7.0
5836662720;4;4.0
5836730075;4;2.0
5827057037;2;2.0
5827065480;3;2.0
5827130800;3;2.0
5827143626;4;4.0
5827194883;3;3.0
5827206210;2;2.0
5827253561;1;1.0
5827267600;6;6.0
5827312401;1;1.0
5827336009;1;1.0
5827354325;1;1.0
5827553875;1;1.0
5827568988;1;1.0
5827588822;1;1.0
5827706450;5;3.0
5827738654;3;3.0
5827819905;2;2.0
5827925764;3;2.0
5828026950;5;5.0
5828114492;1;1.0
5828251481;3;3.0
5828297392;4;4.0
5828348213;3;3.0
5828484745;1;1.0
5828492683;5;4.0
5828497138;3;3.0
5828517694;2;2.0
5828551361;3;3.0
5828625667;3;3.0
5828635387;4;4.0
5828660306;2;2.0
5828704966;4;4.0
5828725106;2;2.0
5828760793;3;2.0
5828920154;1;1.0
5828967460;4;4.0
5828969919;2;2.0
5829045443;5;5.0
5829161354;1;1.0
5829246775;5;6.0
5829448645;5;5.0
5829559633;3;3.0
5829686821;4;4.0
5829980509;5;5.0
5830076004;5;4.0
5830085429;3;3.0
5830101300;1;1.0
5830130319;4;3.0
5830193078;1;1.0
5830274582;3;3.0
5830331640;5;5.0
5830358760;2;2.0
5830374706;5;5.0
5830380854;6;2.0
5830387190;6;6.0
5830388081;3;3.0
5830406675;2;2.0
5830659700;2;2.0
5830789230;1;1.0
5830793342;1;1.0
5830795043;1;1.0
5830816571;3;3.0
5830864894;4;2.0
5830876710;2;2.0
5830954370;6;5.0
5831029727;4;4.0
5831043126;4;3.0
5831094200;4;4.0
5831270106;3;3.0
5831274527;2;2.0
5831315738;2;2.0
5831326268;1;1.0
5831337200;3;3.0
5831342034;3;3.0
5831368696;3;3.0
5831415872;7;6.0
5831429822;3;2.0
5831523179;3;2.0
5831624609;3;2.0
5831764532;2;2.0
5831797627;3;2.0
5831861732;2;2.0
5831890082;2;2.0
5831895637;3;1.0
5831942147;2;2.0
5831961877;1;1.0
5832015550;3;2.0
5832065654;1;1.0
5832076850;2;3.0
5832079604;6;5.0
5832180402;2;3.0
5832201426;3;3.0
5832251105;3;2.0
5832301218;1;1.0
5832448405;2;2.0
5832468341;3;3.0
5832512340;3;4.0
5832526724;2;2.0
5832586034;6;2.0
5832782135;2;2.0
5832905237;2;2.0
5832970560;3;4.0
5833016495;4;4.0
5833127564;2;2.0
5833244447;2;2.0
5833322936;2;2.0
5833476143;4;3.0
5833493404;4;4.0
5833535689;2;2.0
5833545480;1;1.0
5833598176;1;1.0
5833651085;2;2.0
5833699797;1;1.0
5833704626;1;1.0
5833785952;1;1.0
5834064752;1;1.0
5834169422;1;
5834174507;2;2.0
5834185541;3;2.0
5834255930;3;3.0
5834268919;3;3.0
5834285414;3;3.0
5834309968;2;2.0
5834358152;3;3.0
5834515940;3;3.0
5834525075;4;3.0
5834558240;1;1.0
5834575846;3;3.0
5834578861;1;1.0
5834602088;3;3.0
5834741010;2;2.0
5834841074;1;1.0
5834841660;1;1.0
5834866905;3;3.0
5834880649;1;1.0
5834921507;4;4.0
5834992013;2;1.0
5835008970;3;3.0
5835147074;1;1.0
5835291604;3;3.0
5835358016;3;3.0
5835394756;2;2.0
5835405464;6;4.0
5835431899;2;2.0
5835439954;4;3.0
5835464126;3;3.0
5835565313;2;2.0
5835604408;3;3.0
5835641788;1;1.0
5835728719;5;3.0
5835779623;8;8.0
5835797796;1;1.0
5835896930;2;2.0
5835959877;4;3.0
5836050520;5;4.0
5836187665;3;3.0
5836227047;1;1.0
5836243832;4;3.0
5836766770;4;3.0
5836809178;5;4.0
5836813280;3;3.0
5837017100;3;3.0
5837018689;3;2.0
5837064524;3;3.0
5837067701;4;4.0
5837108912;4;4.0
5837209352;3;3.0
5837404481;3;2.0
5837423354;6;5.0
5837508503;3;4.0
5837539573;3;3.0
5837543333;4;3.0
5837600159;1;1.0
5837648356;3;3.0
5837726764;3;2.0
5837740910;1;1.0
5837882545;7;7.0
5837976108;3;3.0
5838032456;2;2.0
5838034823;1;11.0
5838052058;1;1.0
5838052562;2;2.0
5838053968;2;2.0
5838100478;4;3.0
5838125705;3;3.0
5838138289;2;2.0
5838390298;1;1.0
5838400943;3;3.0
5838474980;4;4.0
5838488263;4;3.0
5838521651;1;1.0
5838577010;2;2.0
5838583843;3;3.0
5838612029;3;3.0
5838638680;4;4.0
5838658606;3;2.0
5838674300;3;3.0
5838770449;2;2.0
5838802740;2;2.0
5839014176;2;3.0
5839042463;2;2.0
5839120014;2;2.0
5839230383;2;2.0
5839248835;1;1.0
5839307432;3;3.0
5839346926;2;2.0
5839351768;2;2.0
5839353892;5;4.0
5839485888;1;1.0
5839622389;1;1.0
5839675237;3;2.0
5839757209;3;1.0
5839760935;2;2.0
5839856967;3;3.0
5839966711;1;1.0
5840009369;2;2.0
5840119970;4;4.0
5840135585;3;3.0
5840254088;4;4.0
5840330361;2;2.0
5840366471;1;5.0
5840371556;3;3.0
5840421162;3;2.0
5840422800;3;3.0
5840460222;4;4.0
5840507636;3;2.0
5840507806;4;4.0
5840546968;3;2.0
5840602892;3;3.0
5840611298;3;3.0
5840679682;1;1.0
5840900133;2;2.0
5840902349;2;2.0
5840974846;3;2.0
5841145673;2;2.0
5841314610;4;3.0
5841332945;2;2.0
5841359479;3;2.0
5841364391;3;3.0
5841452258;4;4.0
5841667882;1;1.0
5841687484;4;4.0
5841828053;2;2.0
5841990233;2;3.0
5842138166;3;3.0
5842148048;3;3.0
5842197251;4;5.0
5842317419;2;2.0
5842322250;2;2.0
5842343177;4;4.0
5842350114;4;3.0
5842390507;2;1.0
5842402440;2;2.0
5842441500;2;2.0
5842545632;3;3.0
5842585502;1;1.0
5842645009;1;1.0
5842682460;2;2.0
5842687933;4;3.0
5842962152;1;1.0
5843039552;5;5.0
5843092607;3;3.0
5843178242;3;3.0
5843392082;2;2.0
5843609405;2;2.0
5843729575;1;1.0
5843789390;2;2.0
5843822788;3;2.0
5843870405;1;1.0
5844003306;1;1.0
5844038282;1;1.0
5844050738;5;5.0
