desc_cod_agua_canalizada_fam;cod_familiar_fam
Sim;1563756803
Sim;1563756994
Sim;1563757028
Sim;1563759071
Sim;1563759748
Sim;1563759900
Sim;1563761726
Sim;1563762536
Sim;1563763699
Sim;1563763850
Sim;1567255507
Sim;1567915442
Sim;1570433046
Sim;1571652647
Sim;1571674373
Sim;1574838784
Sim;1574839080
Sim;1574839594
Sim;1576288170
Sim;1576289303
Sim;1576289494
Sim;1576291553
Sim;1576291715
Sim;1576292606
Sim;1576292797
Sim;1576293505
Sim;1576293920
Sim;1576294064
Sim;1576294900
Sim;1576295117
Sim;1576295206
Sim;1576295540
Sim;1576296270
Sim;1576298302
Sim;1576301885
Sim;1576303829
Sim;1576304043
Sim;1576304477
Sim;1576304809
Sim;1576305104
Sim;1576305368
Sim;1576307069
Sim;1576307573
Sim;1576308111
Sim;1576308626
Sim;1576308707
Sim;1576309436
Sim;1576312739
Sim;1576314006
Sim;1576314944
Sim;1576315592
Sim;1576315673
Sim;1576315916
Sim;1576318699
Sim;1576318931
Sim;1576319903
Sim;1576320677
Sim;1576320839
Sim;1576321304
Sim;1576353761
Sim;1576353923
Sim;1576355896
Sim;1576356000
Sim;1576356191
Sim;1576357406
Sim;1576357597
Sim;1576357678
Sim;1576357759
Sim;1576358054
Sim;1576358135
Sim;1576325040
Sim;1576326365
Sim;1576326446
Sim;1576326799
Sim;1576327337
Sim;1576327418
Sim;1576327507
Sim;1576327841
Sim;1576327922
Sim;1576328228
Sim;1576328732
Sim;1576329542
Sim;1576330044
Sim;1576330559
Sim;1576331792
Sim;1576332330
Sim;1576332411
Sim;1576333655
Sim;1576334384
Sim;1576334708
Sim;1576337057
Sim;1576337480
Sim;1576337561
Sim;1576338100
Sim;1576339343
Sim;1576339424
Sim;1576340350
Sim;1576341089
Sim;1576341402
Sim;1576342301
Sim;1576344347
Sim;1576344690
Sim;1576345076
Sim;1576345661
Sim;1576345904
Sim;1576346986
Sim;1576347362
Sim;1576347443
Sim;1576347958
Sim;1576349063
Sim;1576349900
Sim;1576350827
Sim;1576350908
Sim;1576352870
Sim;1576353508
Sim;1576360113
Sim;1576360202
Sim;1576361276
Sim;1576362086
Sim;1576362590
Sim;1576364020
Sim;1576365182
Sim;1576365506
Sim;1576365697
Sim;1576365778
Sim;1576366669
Sim;1576366820
