cod_familiar_fam;qtd_comodos_domic_fam
5765867146;4.0
5765868460;2.0
5765929273;4.0
5765938698;5.0
5766001568;4.0
5766109091;4.0
5766130457;5.0
5766185197;4.0
5766220600;5.0
5766241364;4.0
5766455755;3.0
5766460244;3.0
5766470045;5.0
5766499701;5.0
5766532849;6.0
5766559534;4.0
5766563213;3.0
5766578679;6.0
5766616783;7.0
5766623488;4.0
5766672853;7.0
5766884010;4.0
5767006733;4.0
5767024472;3.0
5767035083;3.0
5767043930;2.0
5767073333;5.0
5767132445;5.0
5767167745;5.0
5767220301;2.0
5767249393;3.0
5767355584;5.0
5767419060;4.0
5767428808;6.0
5767521778;3.0
5767523711;8.0
5767533350;3.0
5767542694;3.0
5767557454;5.0
5767779350;4.0
5767812403;3.0
5767890110;3.0
5767913692;4.0
5767915717;4.0
5767917922;3.0
5767933022;2.0
5767943095;3.0
5777069509;5.0
5777146864;3.0
5777183395;5.0
5777280161;5.0
5777292097;2.0
5777459307;3.0
5777500706;7.0
5787715195;2.0
5787850726;5.0
5787854802;5.0
5787881281;3.0
5787890000;3.0
5787896980;5.0
5787962362;5.0
5787975006;3.0
5788002680;3.0
5800710309;3.0
5800761990;4.0
5800919100;3.0
5800978204;6.0
5800984352;
5801102574;7.0
5801145893;4.0
5801346104;4.0
5801383808;4.0
5801455736;2.0
5801462279;2.0
5801519726;6.0
5768022554;3.0
5768029214;4.0
5768070362;5.0
5768112200;5.0
5768133119;3.0
5768326340;3.0
5768371648;3.0
5768422650;4.0
5768472240;5.0
5768502505;3.0
5768593462;4.0
5768768017;4.0
5768806989;4.0
5768867341;3.0
5768943625;3.0
5768961445;3.0
5768988050;3.0
5769047089;4.0
5769115009;5.0
5769186879;4.0
5769375922;2.0
5769388749;3.0
5769429445;3.0
5769495588;5.0
5769612991;4.0
5769644257;7.0
5769742429;3.0
5769769033;3.0
5769769700;4.0
5769815248;5.0
5769835435;8.0
5769926902;2.0
5769952741;3.0
5770017600;2.0
5770064609;4.0
5770087811;5.0
5770154438;4.0
5770311207;4.0
5770391219;3.0
5770448938;3.0
5770458305;4.0
5770714085;5.0
5770742291;4.0
5770791233;3.0
5770821833;2.0
5770851236;3.0
5770892773;2.0
5770940760;4.0
5770959860;4.0
5770966998;1.0
5770995823;4.0
5771015520;5.0
5771052728;4.0
5771095885;5.0
5771231576;3.0
5771245445;4.0
5771252220;4.0
5771276324;3.0
5771277487;4.0
5771348767;4.0
5771409146;3.0
5771523780;3.0
5771584576;3.0
5771634778;4.0
5771647594;3.0
5771703419;6.0
5771818313;3.0
5771835757;5.0
5771843180;3.0
5771896705;5.0
5771935620;2.0
5771940380;4.0
5771943800;3.0
5771950181;3.0
5771950505;3.0
5771954411;4.0
5771960578;3.0
5771988901;4.0
5772003640;3.0
5772004700;2.0
5772025880;5.0
5772314211;3.0
5772387600;6.0
5772717090;2.0
5772738682;5.0
5772797859;5.0
5772806866;4.0
5772828592;5.0
5772863150;2.0
5772904523;4.0
5772959000;3.0
5772971204;5.0
5773065452;3.0
5773308967;6.0
5773357585;3.0
5773372975;3.0
5773415020;4.0
5773484269;2.0
5773643910;4.0
5773670569;8.0
5773687100;4.0
5773770601;3.0
5773799170;3.0
5773817683;2.0
5773942909;5.0
5773957345;4.0
5774014835;5.0
5774174522;5.0
5774254984;5.0
5774535568;3.0
5774566790;4.0
5774864626;3.0
5774962202;5.0
5774999122;4.0
5775164180;2.0
5775214200;3.0
5775370082;3.0
5775534611;3.0
5775592492;4.0
5775717619;5.0
5775865057;3.0
5775879350;2.0
5775884604;4.0
5775976479;3.0
5775990897;4.0
5776024625;5.0
5776036550;3.0
5776039142;3.0
5776128595;1.0
5776182026;3.0
5776300592;3.0
5776543738;3.0
5776563330;5.0
5776564573;5.0
5776824745;3.0
5776844002;4.0
5776868289;7.0
5776979943;4.0
5777026109;7.0
5777557813;5.0
5777575200;3.0
5777687784;3.0
5777776027;4.0
5777780725;3.0
5777881670;2.0
5777899021;2.0
5777953760;4.0
5778012950;4.0
5778026587;4.0
5778079605;3.0
5778085915;4.0
5778161603;4.0
5778188560;4.0
5778329300;3.0
5778365527;4.0
5778394543;5.0
5778549172;5.0
5778782802;3.0
5779013039;5.0
5779062919;3.0
5779111987;4.0
5779121869;5.0
5779127557;2.0
5779154600;2.0
5779185328;6.0
5779361231;3.0
5779366462;2.0
5779406863;5.0
5779719721;3.0
5779731934;3.0
5779839549;3.0
5779844119;3.0
5779847800;2.0
5779941076;3.0
5779965684;5.0
5780027790;4.0
5780382263;1.0
5780392579;2.0
5780434590;5.0
5780575304;3.0
5780631239;3.0
5780765600;2.0
5780786860;5.0
5780874646;5.0
5780989460;3.0
5780998299;5.0
5781228802;9.0
5781230530;2.0
5781269908;3.0
5781358684;3.0
5781365702;4.0
5781390812;2.0
5781459448;3.0
5781476105;4.0
5781577726;4.0
5781640517;3.0
5781692401;4.0
5781770305;3.0
5781869425;4.0
5781935665;4.0
5782060050;3.0
5782071508;7.0
5782140836;2.0
5782156325;5.0
5782241276;3.0
5782345306;4.0
5782592060;4.0
5782748508;3.0
5782824700;3.0
5782894075;3.0
5782899700;3.0
5782990546;5.0
5783112089;4.0
5783145920;5.0
5783162930;3.0
5783236489;5.0
5783276600;4.0
5783314200;2.0
5783333255;3.0
5783374369;3.0
5783710067;3.0
5783732893;3.0
5783739049;4.0
5783758264;3.0
5783792284;2.0
5783799459;5.0
5783840602;4.0
5783966100;3.0
5784216821;3.0
5784401807;2.0
5784406604;4.0
5784438484;3.0
5784504703;3.0
5784555871;3.0
5784594508;5.0
5784601571;5.0
5784810812;3.0
5784837699;3.0
5784856561;4.0
5784868144;4.0
5784879260;5.0
5784911333;4.0
5784994280;6.0
5785118513;2.0
5785263602;5.0
5785265494;4.0
5785274213;7.0
5785382962;5.0
5785395940;4.0
5785559641;3.0
5785615304;3.0
5785648407;4.0
5785688379;5.0
5785694697;3.0
5785722810;4.0
5785724359;3.0
5785838958;5.0
5785904098;3.0
5785904926;3.0
5785916509;4.0
5786226450;3.0
5786243540;5.0
5786402606;6.0
5786493652;3.0
5786496163;4.0
5786565661;6.0
5786622304;2.0
5786769747;5.0
5786864650;3.0
5786871355;4.0
5786878287;5.0
5786938107;2.0
5786985016;6.0
5787098722;3.0
5787102690;3.0
5787284003;2.0
5787628381;8.0
5788299918;3.0
5788464382;5.0
5788500362;5.0
5788599040;3.0
5788699509;5.0
5788786746;5.0
5788906407;6.0
5788973422;2.0
5788996201;3.0
5789045197;6.0
5789094643;4.0
5789108881;4.0
5789116396;2.0
5789124224;4.0
5789184200;
5789197612;2.0
5789531024;3.0
5789552102;4.0
5789625002;2.0
5789787681;3.0
5789851363;3.0
5789895573;2.0
5790158900;6.0
5790170013;5.0
5790594212;1.0
5790618090;4.0
5790625207;3.0
5790661696;5.0
5790772170;5.0
5790817025;4.0
5790840434;4.0
5790846556;3.0
5790986994;3.0
5790997090;5.0
5791151195;5.0
5791221070;3.0
5791283857;3.0
5791298455;2.0
5791310927;5.0
5791380704;4.0
5791447124;5.0
5791519729;2.0
5791562810;4.0
5791861214;2.0
5791940432;2.0
5792012601;3.0
5792058431;4.0
5792075018;4.0
5792149232;3.0
5792343713;2.0
5792361452;3.0
5792497192;4.0
5792808457;3.0
5792860459;3.0
5792885443;3.0
5792921342;3.0
5792999961;3.0
5793055118;5.0
5793081208;2.0
5793130934;5.0
5793165215;5.0
5793186565;4.0
5793363440;4.0
5793385410;2.0
5793615431;5.0
5793730885;4.0
5793829660;3.0
5793866949;5.0
5794014997;3.0
5794141247;4.0
5794244135;5.0
5794423900;2.0
5794542900;4.0
5794585471;3.0
5794706600;4.0
5794894695;2.0
5794902116;3.0
5795048836;3.0
5795124109;3.0
5795289604;3.0
5795341037;3.0
5795468371;5.0
5795468533;3.0
5795470864;4.0
5795474347;3.0
5795580023;5.0
5795613134;2.0
5795619507;3.0
5795651818;3.0
5795669784;5.0
5795771120;5.0
5795798754;5.0
5795924997;4.0
5796137476;3.0
5796253972;3.0
5796321307;4.0
5796325043;5.0
5796429094;4.0
5796501542;3.0
5796715267;3.0
5796799770;3.0
5796844318;8.0
5796933094;4.0
5797032074;3.0
5797239337;3.0
5797245221;4.0
5797287650;5.0
5797324520;4.0
5797368226;4.0
5797759179;7.0
5797811006;3.0
5797817551;3.0
5797900459;3.0
5797914913;5.0
5798029654;3.0
5798177769;4.0
5798320316;2.0
5798383903;2.0
5798425096;5.0
5798470555;2.0
5798707318;3.0
5798735010;5.0
5798771164;4.0
5798941000;4.0
5799032810;5.0
5799101642;3.0
5799307852;2.0
5799337506;4.0
5799452003;2.0
5799510224;5.0
5799777220;4.0
5799799542;3.0
5799836251;3.0
5799844947;1.0
5799855396;4.0
5799882873;5.0
5799906721;2.0
5800011303;4.0
5800040079;3.0
5800103500;4.0
5800458111;3.0
5800465916;2.0
5800640424;2.0
5801549200;5.0
5801623116;5.0
5801650350;2.0
5801689729;5.0
5801714260;5.0
5801721630;7.0
5802124326;5.0
5802125993;3.0
5802129557;3.0
5802149310;3.0
5802323019;3.0
5802345764;5.0
5802377887;4.0
5802382376;4.0
5802415134;3.0
5802500751;3.0
5802579838;4.0
5802612983;3.0
5802847786;3.0
5803005010;5.0
5803031879;5.0
5803041408;4.0
5803043966;4.0
5803046639;3.0
5803066583;4.0
5803087157;3.0
5803105406;3.0
5803112445;5.0
5803146420;4.0
5803186058;2.0
5803250759;3.0
5803355348;2.0
5812083150;3.0
5812108404;7.0
5812123802;3.0
5812134758;3.0
5812198802;2.0
5812244502;4.0
5812383626;3.0
5812392021;3.0
5803491608;3.0
5803577405;3.0
5803605204;3.0
5803794341;5.0
5804404512;4.0
5804629514;5.0
5804686828;4.0
5804698249;4.0
5804820656;3.0
5804842978;3.0
5804852000;4.0
5804860950;2.0
5804906100;3.0
5805002922;2.0
5805024810;3.0
5805039842;4.0
5805051460;
5805100690;2.0
5805241404;5.0
5805280140;3.0
5805353989;2.0
5805356902;3.0
5805386801;2.0
5805387450;3.0
5805484064;4.0
5805489376;3.0
5805534851;3.0
5805594242;5.0
5805607085;4.0
5805630575;3.0
5805643987;3.0
5805670283;3.0
5805738937;3.0
5805745801;7.0
5805863081;5.0
5805885484;4.0
5805909251;5.0
5806204090;3.0
5806209997;5.0
5806267415;3.0
5806275191;3.0
5806297918;4.0
5806319407;3.0
5806369099;8.0
5806394603;4.0
5806409651;7.0
5806414221;2.0
5806492109;3.0
5806736938;5.0
5806841804;3.0
5806852849;5.0
5806891747;7.0
5806907333;2.0
5806922561;3.0
5806938131;4.0
5806996174;3.0
5807019130;3.0
5807063201;6.0
5807080556;4.0
5807150007;2.0
5807314301;5.0
5807408977;4.0
5807418697;32.0
5807545613;3.0
5807550374;1.0
5807574125;3.0
5807616901;3.0
5807619919;4.0
5807676475;3.0
5807708261;3.0
5807723570;2.0
5807741714;4.0
5807751949;3.0
5807824849;3.0
5807981600;4.0
5807981782;2.0
5808006791;4.0
5808034060;5.0
5808039614;2.0
5808057949;4.0
5808092850;5.0
5808183650;6.0
5808292514;2.0
5808323681;4.0
5808450950;3.0
5808511097;2.0
5808539773;2.0
5808627982;6.0
5808646189;3.0
5808662702;3.0
5808682223;3.0
5808716578;3.0
5808733154;5.0
5808832802;3.0
5808836042;2.0
5808874998;5.0
5809034942;2.0
5809103855;2.0
5809105041;3.0
5809155065;4.0
5809191533;2.0
5809272703;3.0
5809278221;6.0
5809396003;3.0
5809441076;2.0
5809468519;3.0
5809492142;3.0
5809517900;2.0
5809545955;3.0
5809579779;5.0
5809585582;3.0
5809610609;5.0
5809628818;3.0
5809646980;3.0
5809678327;5.0
5809746268;2.0
5809758517;4.0
5809976344;3.0
5810056008;5.0
5810089100;5.0
5810107010;3.0
5810114229;3.0
5810157629;3.0
5810240607;4.0
5810295509;2.0
5810324460;3.0
5810339654;3.0
5810495354;3.0
5810520995;4.0
5810611605;3.0
5810627285;2.0
5810674445;4.0
5810732151;3.0
5810757227;6.0
5810781608;4.0
5810821413;5.0
5810831567;5.0
5810845274;4.0
5810875009;4.0
5810899870;3.0
5811067682;3.0
5811068140;3.0
5811079850;3.0
5811144776;4.0
5811281501;5.0
5811287887;2.0
5811330561;3.0
5811356447;2.0
5811373104;5.0
5811390890;3.0
5811405839;5.0
5811582617;2.0
5811692714;3.0
5812455040;3.0
5812460809;2.0
5812515123;1.0
5812704015;5.0
5812788103;1.0
5812805555;4.0
5812922195;6.0
5812928045;3.0
5822589367;4.0
5822600948;3.0
5822617085;1.0
5822641202;5.0
5822646000;3.0
5822880614;4.0
5822937233;4.0
5822949088;3.0
5822954839;4.0
5822955304;4.0
5823022425;5.0
5823058373;5.0
5823082835;6.0
5823135700;3.0
5823150938;5.0
5823152558;2.0
5823262736;5.0
5823275552;3.0
5823309473;5.0
5823368135;5.0
5823447868;3.0
5823504500;3.0
5823627092;3.0
5823832850;3.0
5823983638;3.0
5824153736;2.0
5824233179;5.0
5824238480;5.0
5824300623;3.0
5824523258;5.0
5824669627;3.0
5824679428;5.0
5824807876;4.0
5824946051;3.0
5824989028;3.0
5812980047;2.0
5813148400;3.0
5813238662;2.0
5813335439;5.0
5813387900;5.0
5813478035;2.0
5813519327;2.0
5813591354;3.0
5813756701;3.0
5813769277;2.0
5813827811;7.0
5813905391;3.0
5813948104;2.0
5813962000;2.0
5814040416;8.0
5814048662;2.0
5814145862;4.0
5814151919;1.0
5814169532;5.0
5814175427;4.0
5814258713;5.0
5814265841;2.0
5814315962;2.0
5814321423;6.0
5814396865;4.0
5814430478;5.0
5814483911;4.0
5814556579;4.0
5814692405;4.0
5814765577;4.0
5814847468;3.0
5814956160;5.0
5814975970;3.0
5815050423;3.0
5815119059;3.0
5815127159;3.0
5815169315;5.0
5815170402;3.0
5815183814;5.0
5815247995;2.0
5815269883;3.0
5815471607;5.0
5815574171;5.0
5815578916;3.0
5815604348;3.0
5815658430;6.0
5815671703;5.0
5815774774;6.0
5815869643;6.0
5815948004;5.0
5816052411;2.0
5816158597;5.0
5816175505;3.0
5816301497;3.0
5816333003;3.0
5816484982;5.0
5816542699;2.0
5816551507;2.0
5816577301;3.0
5816687158;5.0
5816733010;5.0
5816751263;3.0
5816780018;3.0
5816791303;4.0
5816813200;4.0
5816992201;5.0
5817022044;4.0
5817058669;5.0
5817062771;2.0
5817076306;3.0
5817077299;3.0
5817111810;5.0
5817145472;6.0
5817247399;5.0
5817302241;3.0
5817497905;4.0
5817532247;4.0
5817541661;3.0
5817683881;3.0
5817692953;2.0
5817814307;3.0
5817833522;3.0
5817850290;3.0
5817869209;6.0
5817931885;3.0
5818004945;2.0
5818101711;2.0
5818131467;3.0
5818204103;3.0
5818222500;3.0
5818223159;6.0
5818247503;5.0
5818266125;2.0
5818427315;3.0
5818453405;3.0
5818457303;3.0
5818564304;5.0
5818565700;5.0
5818608700;6.0
5818675564;3.0
5818746410;2.0
5818750876;5.0
5818838960;3.0
5818989151;3.0
5819030729;4.0
5819321022;6.0
5819352688;2.0
5819409035;4.0
5819484088;5.0
5819493583;3.0
5819502248;4.0
5819586832;3.0
5819700716;3.0
5819733720;4.0
5819895894;2.0
5819952790;3.0
5820052307;3.0
5820229835;3.0
5820368282;4.0
5820636988;2.0
5820677153;2.0
5820679601;2.0
5820930070;3.0
5821043190;2.0
5821178444;3.0
5821228050;3.0
5821248400;3.0
5821285526;3.0
5821525934;3.0
5821715474;3.0
5821792622;2.0
5821820006;3.0
5821935245;5.0
5822098975;6.0
5822169406;2.0
5822237681;4.0
5822299954;3.0
5822316557;4.0
5822352782;3.0
5822394434;7.0
5822412351;4.0
5822455832;5.0
5825311874;4.0
5825337326;3.0
5825381490;4.0
5825412980;3.0
5825426000;4.0
5825464603;1.0
5825486321;2.0
5825580930;3.0
5825598472;4.0
5825653830;2.0
5825720022;3.0
5825726144;5.0
5825792872;5.0
5825869840;3.0
5825881468;5.0
5825883088;4.0
5825917241;5.0
5825923055;3.0
5825968903;4.0
5826002271;3.0
5826012668;5.0
5826019247;2.0
5826055987;2.0
5826077280;4.0
5826224096;3.0
5826269944;2.0
5826312971;4.0
5826487003;6.0
5826558202;5.0
5826571055;3.0
5826617810;2.0
5826637684;3.0
5826657367;5.0
5826671351;3.0
5826673486;4.0
5826715235;3.0
5826807865;5.0
5826919159;4.0
5836266964;3.0
5836278547;2.0
5836343624;5.0
5836431329;4.0
5836502951;3.0
5836527431;5.0
5836565520;3.0
5836589623;3.0
5836662720;3.0
5836730075;4.0
5827057037;4.0
5827065480;3.0
5827130800;3.0
5827143626;4.0
5827194883;3.0
5827206210;5.0
5827253561;5.0
5827267600;3.0
5827312401;5.0
5827336009;4.0
5827354325;3.0
5827553875;4.0
5827568988;3.0
5827588822;3.0
5827706450;1.0
5827738654;5.0
5827819905;3.0
5827925764;6.0
5828026950;4.0
5828114492;3.0
5828251481;4.0
5828297392;3.0
5828348213;2.0
5828484745;4.0
5828492683;5.0
5828497138;4.0
5828517694;3.0
5828551361;4.0
5828625667;5.0
5828635387;5.0
5828660306;3.0
5828704966;5.0
5828725106;3.0
5828760793;5.0
5828920154;3.0
5828967460;7.0
5828969919;2.0
5829045443;4.0
5829161354;4.0
5829246775;3.0
5829448645;4.0
5829559633;3.0
5829686821;4.0
5829980509;4.0
5830076004;6.0
5830085429;3.0
5830101300;4.0
5830130319;3.0
5830193078;3.0
5830274582;6.0
5830331640;2.0
5830358760;4.0
5830374706;5.0
5830380854;5.0
5830387190;4.0
5830388081;1.0
5830406675;4.0
5830659700;4.0
5830789230;5.0
5830793342;2.0
5830795043;2.0
5830816571;5.0
5830864894;3.0
5830876710;2.0
5830954370;4.0
5831029727;3.0
5831043126;5.0
5831094200;4.0
5831270106;4.0
5831274527;3.0
5831315738;3.0
5831326268;4.0
5831337200;4.0
5831342034;3.0
5831368696;2.0
5831415872;4.0
5831429822;3.0
5831523179;5.0
5831624609;5.0
5831764532;3.0
5831797627;2.0
5831861732;5.0
5831890082;3.0
5831895637;4.0
5831942147;5.0
5831961877;3.0
5832015550;3.0
5832065654;5.0
5832076850;3.0
5832079604;4.0
5832180402;5.0
5832201426;3.0
5832251105;4.0
5832301218;3.0
5832448405;4.0
5832468341;5.0
5832512340;3.0
5832526724;3.0
5832586034;5.0
5832782135;3.0
5832905237;5.0
5832970560;5.0
5833016495;4.0
5833127564;2.0
5833244447;3.0
5833322936;5.0
5833476143;4.0
5833493404;5.0
5833535689;5.0
5833545480;4.0
5833598176;
5833651085;4.0
5833699797;3.0
5833704626;3.0
5833785952;1.0
5834064752;3.0
5834169422;
5834174507;3.0
5834185541;3.0
5834255930;4.0
5834268919;3.0
5834285414;4.0
5834309968;3.0
5834358152;3.0
5834515940;3.0
5834525075;5.0
5834558240;3.0
5834575846;5.0
5834578861;3.0
5834602088;3.0
5834741010;3.0
5834841074;3.0
5834841660;3.0
5834866905;3.0
5834880649;4.0
5834921507;3.0
5834992013;3.0
5835008970;3.0
5835147074;2.0
5835291604;3.0
5835358016;2.0
5835394756;3.0
5835405464;3.0
5835431899;5.0
5835439954;2.0
5835464126;3.0
5835565313;5.0
5835604408;6.0
5835641788;4.0
5835728719;4.0
5835779623;3.0
5835797796;3.0
5835896930;2.0
5835959877;5.0
5836050520;3.0
5836187665;4.0
5836227047;3.0
5836243832;3.0
5836766770;3.0
5836809178;4.0
5836813280;4.0
5837017100;5.0
5837018689;3.0
5837064524;3.0
5837067701;3.0
5837108912;5.0
5837209352;3.0
5837404481;3.0
5837423354;5.0
5837508503;2.0
5837539573;4.0
5837543333;4.0
5837600159;5.0
5837648356;3.0
5837726764;2.0
5837740910;
5837882545;3.0
5837976108;2.0
5838032456;2.0
5838034823;4.0
5838052058;2.0
5838052562;4.0
5838053968;4.0
5838100478;4.0
5838125705;4.0
5838138289;5.0
5838390298;7.0
5838400943;5.0
5838474980;3.0
5838488263;3.0
5838521651;3.0
5838577010;2.0
5838583843;5.0
5838612029;3.0
5838638680;5.0
5838658606;3.0
5838674300;3.0
5838770449;4.0
5838802740;1.0
5839014176;2.0
5839042463;4.0
5839120014;5.0
5839230383;5.0
5839248835;2.0
5839307432;3.0
5839346926;6.0
5839351768;2.0
5839353892;4.0
5839485888;2.0
5839622389;1.0
5839675237;2.0
5839757209;2.0
5839760935;3.0
5839856967;3.0
5839966711;3.0
5840009369;3.0
5840119970;3.0
5840135585;3.0
5840254088;3.0
5840330361;2.0
5840366471;5.0
5840371556;3.0
5840421162;3.0
5840422800;7.0
5840460222;4.0
5840507636;3.0
5840507806;5.0
5840546968;3.0
5840602892;3.0
5840611298;3.0
5840679682;4.0
5840900133;3.0
5840902349;3.0
5840974846;5.0
5841145673;2.0
5841314610;5.0
5841332945;2.0
5841359479;3.0
5841364391;4.0
5841452258;2.0
5841667882;2.0
5841687484;3.0
5841828053;3.0
5841990233;4.0
5842138166;3.0
5842148048;4.0
5842197251;10.0
5842317419;2.0
5842322250;4.0
5842343177;4.0
5842350114;2.0
5842390507;6.0
5842402440;6.0
5842441500;3.0
5842545632;4.0
5842585502;5.0
5842645009;3.0
5842682460;5.0
5842687933;3.0
5842962152;3.0
5843039552;5.0
5843092607;2.0
5843178242;3.0
5843392082;4.0
5843609405;5.0
5843729575;3.0
5843789390;3.0
5843822788;5.0
5843870405;5.0
5844003306;3.0
5844038282;2.0
5844050738;2.0
5844123476;3.0
5844126220;2.0
5844127978;4.0
5844231449;6.0
5844325265;3.0
5844329090;4.0
5844360923;4.0
5844438388;4.0
5844476395;5.0
5844526325;3.0
5844562712;3.0
5844574648;2.0
5844780701;5.0
5844942892;4.0
5845059658;2.0
5845097231;1.0
5845145147;3.0
5845189519;3.0
5845249783;5.0
5845267501;3.0
5845313465;3.0
5845319820;6.0
5845331013;4.0
5845372984;4.0
5845380731;5.0
5845408849;5.0
5845431077;2.0
5845437865;5.0
5845495555;3.0
5845586780;3.0
5845621100;4.0
5845668751;5.0
5845825954;2.0
5845908574;2.0
5845979323;3.0
5846030610;4.0
5846080987;5.0
5846155316;4.0
5846172326;3.0
5846266819;4.0
5846351840;3.0
5846475060;2.0
5846478328;4.0
5846508685;4.0
5846597769;3.0
5846601111;3.0
5846646727;3.0
5846652611;4.0
5846660630;5.0
5856479416;3.0
5856483529;5.0
5856497589;5.0
5856537041;4.0
5856547608;3.0
5856653890;2.0
5856906187;3.0
5856911342;4.0
5856950917;2.0
5856953932;4.0
5857134803;3.0
5857167574;3.0
5857361621;2.0
5857373980;3.0
5857377463;4.0
5857406587;4.0
5857477417;2.0
5857542251;3.0
5857561809;5.0
5857570468;3.0
5846686354;4.0
5846733530;3.0
5846961754;3.0
5847204590;3.0
5847243570;3.0
5847374593;
5847805322;3.0
5847835906;4.0
5848191450;5.0
5848670501;3.0
5848718130;3.0
5848737193;4.0
5848786569;3.0
5848795398;5.0
5848828903;6.0
5848906645;4.0
5848937958;1.0
5848990921;3.0
5849002448;2.0
5849014705;3.0
5849016821;3.0
5849117857;4.0
5849163026;4.0
5849194410;3.0
5849337466;5.0
5849354719;7.0
5849412697;6.0
5849451595;2.0
5849516042;4.0
5849531866;6.0
5849572384;4.0
5849592067;3.0
5849600779;2.0
5849655409;2.0
5849715240;3.0
5849739505;3.0
5849755209;3.0
5849762167;6.0
5849780220;3.0
5849806989;4.0
5849852409;4.0
5849871292;3.0
5849882731;3.0
5849922970;4.0
5849951806;3.0
5849962921;3.0
5849974261;3.0
5849976043;4.0
5849995005;2.0
5850039805;3.0
5850127259;1.0
5850131604;3.0
5850143610;4.0
5850212280;3.0
5850304215;3.0
5850332774;3.0
5850384146;6.0
5850446940;5.0
5850557776;3.0
5850566171;4.0
5850580590;3.0
5850599428;4.0
5850685693;3.0
5850686401;4.0
5850807985;4.0
5850832904;2.0
5850852000;5.0
5850948708;4.0
5850959220;4.0
5850974458;2.0
5851044411;3.0
5851071060;3.0
5851082690;7.0
5851095245;4.0
5851120614;6.0
5851262168;3.0
5851307609;4.0
5851375019;3.0
5851508183;3.0
5851567279;5.0
5851597771;3.0
5851700700;7.0
5851729198;6.0
5851783133;4.0
5851872403;4.0
5851935413;3.0
5851954205;3.0
5852019003;3.0
5852098981;3.0
5852332259;5.0
5852405744;5.0
5852431079;3.0
5852458350;5.0
5852492701;4.0
5852516570;2.0
5852559970;3.0
5852587753;2.0
5852770108;5.0
5852920517;3.0
5852957518;4.0
5853173561;3.0
5853179250;5.0
5853242121;3.0
5853250574;2.0
5853284398;3.0
5853546341;4.0
5853742108;3.0
5854148234;3.0
5854289300;3.0
5854327244;5.0
5854417669;2.0
5854448467;3.0
5854448629;4.0
5854455242;3.0
5854458853;3.0
5854540517;4.0
5854563053;3.0
5854571234;2.0
5854591855;3.0
5854595923;2.0
5854606046;4.0
5854681765;3.0
5854690160;5.0
5854730561;5.0
5854770270;6.0
5854792834;2.0
5854933403;3.0
5854991446;4.0
5855035166;4.0
5855174441;2.0
5855191109;4.0
5855208877;3.0
5855231348;2.0
5855303357;5.0
5855907538;2.0
5855926834;2.0
5856004736;5.0
5856038126;3.0
5856082613;3.0
5856115210;5.0
5856151364;3.0
5856175387;3.0
5856239296;2.0
5856295609;4.0
5856323246;4.0
5856327152;4.0
5856354559;3.0
5856356683;3.0
5856360362;3.0
5856406702;3.0
5856409396;4.0
5856436520;1.0
5856436601;3.0
5856449266;3.0
5856464656;5.0
5857632595;3.0
5857659957;3.0
5857691419;4.0
5857692571;4.0
5857738156;5.0
5857753201;4.0
5857843707;3.0
5857893470;2.0
5857895685;4.0
5857900603;2.0
5857900867;3.0
5857917832;3.0
5858015417;3.0
5858048420;2.0
5858048773;2.0
5858156665;3.0
5858281133;3.0
5858289703;4.0
5866147700;3.0
5866340100;4.0
5866355728;3.0
5866455358;5.0
5866560577;4.0
5866594633;2.0
5866678900;2.0
5866741105;4.0
5866772914;3.0
5866799790;2.0
5866815150;4.0
5866927624;3.0
5867000486;4.0
5867017613;3.0
5867019748;5.0
5867056007;3.0
5867154440;6.0
5867161307;4.0
5867186997;2.0
5867266168;3.0
5867345700;3.0
5867380378;4.0
5867382311;4.0
5867503712;4.0
5867575110;4.0
5880225437;3.0
5880228886;4.0
5880248992;4.0
5880287114;3.0
5880326209;3.0
5858344232;5.0
5858345808;4.0
5858441432;3.0
5858442161;4.0
5858594000;4.0
5858604595;3.0
5858616330;2.0
5858830099;3.0
5858866107;5.0
5858884342;3.0
5858973523;3.0
5859117701;5.0
5859184069;3.0
5859267517;2.0
5859301987;3.0
5859313055;4.0
5859328168;4.0
5859495498;4.0
5859547803;3.0
5859582706;3.0
5859646534;4.0
5859747306;6.0
5859793405;3.0
5859831439;3.0
5859843364;4.0
5859925840;4.0
5860039832;3.0
5860060955;5.0
5860178956;5.0
5860222440;3.0
5860276370;3.0
5860284128;4.0
5860286686;3.0
5860317310;2.0
5860356722;5.0
5860434111;5.0
5860448333;2.0
5860451555;3.0
5860455704;6.0
5860470185;3.0
5860475225;3.0
5860489366;4.0
5860525699;3.0
5860548125;4.0
5860730004;4.0
5860819684;3.0
5860840101;3.0
5860844603;3.0
5860858310;4.0
5860867573;4.0
5860868111;3.0
5860888147;4.0
5860958455;4.0
5860991312;3.0
5861009708;1.0
5861013730;3.0
5861116202;5.0
5861121036;2.0
5861200920;3.0
5861206023;3.0
5861287783;3.0
5861295026;5.0
5861349304;3.0
5861592403;3.0
5861805083;5.0
5861834776;4.0
5861889597;4.0
5861988145;4.0
5862041990;4.0
5862045040;3.0
5862117806;2.0
5862164642;3.0
5862231773;3.0
5862253661;3.0
5862381740;3.0
5862604553;4.0
5862683402;4.0
5862720898;3.0
5862805109;3.0
5862849408;4.0
5862898794;4.0
5862940316;5.0
5863150122;4.0
5863169907;3.0
5863262940;3.0
5863310260;6.0
5863347260;6.0
5863370165;3.0
5863374748;3.0
5863429585;5.0
