cod_familiar_fam;vlr_renda_per_capita_fam
1530366992;1946.0
1530367379;307.0
1530368189;1935.0
1530370086;506.0
1530404916;1412.0
1530405564;139.0
1530408156;470.0
1530408237;697.0
1530370248;0.0
1530371562;16.0
1530371643;458.0
1530372704;208.0
1530372887;881.0
1530372968;234.0
1530373506;1273.0
1530374073;613.0
1530374405;30.0
1530374669;225.0
1530375126;819.0
1530377501;1518.0
1530378575;1304.0
1530378656;759.0
1530379466;0.0
1530379628;1668.0
1530380987;1710.0
1530381010;769.0
1530383226;0.0
1530383900;0.0
1530384206;363.0
1530385512;1080.0
1530386675;983.0
1530387213;379.0
1530387566;0.0
1530389186;323.0
1530389771;376.0
1530390435;1560.0
1530390940;151.0
1530391407;25.0
1530392217;1101.0
1530392489;370.0
1530392721;304.0
1530392802;0.0
1530393027;759.0
1530395666;834.0
1530395747;75.0
1530395909;506.0
1530396395;100.0
1530398924;0.0
1530403359;50.0
1530408822;651.0
1530410991;93.0
1530411025;50.0
1530411882;41.0
1538144034;875.0
1540318443;86.0
1541151186;1546.0
1541151348;1518.0
1542670314;0.0
1542672104;0.0
1542672287;517.0
1542674069;656.0
1542674220;759.0
1542676436;122.0
1542676789;0.0
1544013310;506.0
1544417403;282.0
1546859500;1195.0
1548208140;133.0
1552886956;98.0
1552887332;2024.0
1554458200;112.0
1554491924;0.0
1557099090;0.0
1557327815;500.0
1559418796;1316.0
1560197447;100.0
1560197528;1412.0
1561767859;166.0
1561848182;1518.0
1563752735;1518.0
1563753200;1363.0
1563753464;1320.0
1563753626;471.0
1563754789;638.0
1563755670;945.0
1563755750;283.0
1563755831;121.0
1563756803;0.0
1563756994;104.0
1563757028;73.0
1563759071;12.0
1563759748;759.0
1563759900;1908.0
1563761726;1193.0
1563762536;400.0
1563763699;759.0
1563763850;45.0
1567255507;801.0
1567915442;316.0
1570433046;416.0
1571652647;0.0
1571674373;460.0
1574838784;20.0
1574839080;0.0
1574839594;1059.0
1576288170;22.0
1576289303;366.0
1576289494;217.0
1576291553;966.0
1576291715;0.0
1576292606;175.0
1576292797;711.0
1576293505;506.0
1576293920;150.0
1576294064;126.0
1576294900;0.0
1576295117;506.0
1576295206;512.0
1576295540;805.0
1576296270;36.0
1576298302;768.0
1576301885;367.0
1576303829;88.0
1576304043;1518.0
1576304477;0.0
1576304809;16.0
1576305104;886.0
1576305368;3414.0
1576307069;1533.0
1576307573;617.0
1576308111;114.0
1576308626;1518.0
1576308707;1450.0
1576309436;2182.0
1576312739;1518.0
1576314006;102.0
1576314944;200.0
1576315592;1888.0
1576315673;700.0
1576315916;260.0
1576318699;429.0
1576318931;181.0
1576319903;40.0
1576320677;2840.0
1576320839;1748.0
1576321304;58.0
1576353761;0.0
1576353923;16.0
1576355896;506.0
1576356000;111.0
1576356191;799.0
1576357406;467.0
1576357597;638.0
1576357678;100.0
1576357759;0.0
1576358054;25.0
1576358135;200.0
1576325040;999.0
1576326365;63.0
1576326446;0.0
1576326799;706.0
1576327337;100.0
1576327418;0.0
1576327507;969.0
1576327841;2402.0
1576327922;200.0
1576328228;448.0
1576328732;629.0
1576329542;1284.0
1576330044;495.0
1576330559;104.0
1576331792;1126.0
1576332330;1518.0
1576332411;34.0
1576333655;100.0
1576334384;422.0
1576334708;100.0
1576337057;634.0
1576337480;53.0
1576337561;125.0
